name,comment
"@kiutieee
1 tháng trước",lamoon trong stage sớm muộn thì bùng lổ visual vocal cũng siêu siêu match với bài sự kết hợp của team 100k lộn xộn đỉnh quáa
"@QuỳnhNhư-m2c4x
1 tháng trước",lamoon xinh xỉu giọng lại còn mê nữa combo khiến trái tim không kịp phòng thủ
"@auphung1343
1 tháng trước",mason nguyen hát hay khoi vũ giọng nhiều cảm xúc vẻ đẹp phóng khoáng đề tài gợi đêm đại dương giàu tiếng sóng yêu thương
"@ThưAnh-m1g
1 tháng trước",jaysonlei quá giỏi cả team quâ giỏiii
"@greatentertainment9265
1 tháng trước",chúc mừng cả team chúc mừng sớm muộn thì chúc mừng khoi vu mọi người đã quá giỏi rồi
"@nghiahiep456
3 ngày trước",hôm nay lên 9 2m nào mn cố lên
"@phghaaa
1 tháng trước",đoạn khôi vũ peak vi xi eooo
"@NguyenTran-is9qe
1 tháng trước",bài hát hay do những người yêu nhạc những người cùng đam mê nghe đã tai lém nghe nó tình gì đâu luôn
"@yohoppi
1 tháng trước",nghe từ hôm qua đến giờ không bik chán là gì luôn team 100k lộn xộn này giỏi quá chòi mason nguyễn
"@MaiKhanhDoãn-z8d
1 tháng trước",team này hát hay quá shout out to robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon
"@phamanh644
1 tháng trước",tự hào về khoi vu vô cùng ạaaaaaa
"@ngocvotranhong2568
1 tháng trước",jaysonlei xây cầu đỉnh quá
"@user-me7ke5ps7m
2 tuần trước",giờ này đúng 1 tuần sau là được nghe sớm ở concert rồiiiiii có ai hóng như mình hong
"@thaoluu7439
1 tháng trước",bài này hay và có ý nghĩa mình thích nhất ở ls này sau đó là bài make up câu từ vừa có ý nghĩa và cảm xúc chia line hát cho các thành viên điều ai cũng có thể phát huy chúc mừng team
"@nguoitacothuongminhau4787
1 tháng trước",đoạn hát tiếng anh của lamoon cuốn vi ci eo
"@ChiNgô-n8p
1 tháng trước",khôi vũ thât sư đến giờ vẫn tiếc cho e vòng này e nỗ lưc và quá xuất sắc chỉ hi vong e có thêm cơ hôi để thành công mong đươc nhìn viên ngoc này tỏa sáng đúng nghĩa
"@Thuyandoan-t8p
1 tháng trước",mason nguyễn ơi giỏi quá cổ đông tự hào về anh
"@hlnhyk.
1 tháng trước",khoi vu khoi vu khoi vu khoi vu khoi vu em iu anh em iu cả team one piece nàyyyyy khoi vu giỏi lắm rồiiiii sớm muộn thì phải lên quận 1 nhéeee
"@Trang-n2f
8 ngày trước",fanchart concert hôm qua to quá t t best hit của chúng ta thắng đậm r mn ơi
"@TrâmThùy-n1f
2 tuần trước",mục tiêu 8m trước concert 10m trong 2 tháng
"@VyNguyen-u1x7e
5 ngày trước",sớm cập bến đón năm mới thôi rồi khởi đầu hành trình mới nào thuyền viên ơi
"@HoangQuyenLe-uu9pv
1 tháng trước",đoạn lamoon hay quá yêu team 100k lộn xộn
"@minhquynh9488
1 tháng trước",lên 500k đi nàooo muốn nghe lamoon bè mỏi miệng
"@Alice-gp8zl
1 tháng trước",bài này xứng đáng viral khắp toàn cỏi mạnggg
"@phuongnguyen-m2t6l
3 tuần trước",sao mình lại bỏ lỡ bài này nhỉ nhờ chung kết mới xem lại bài hát hay này
"@Elly_0kie
1 tháng trước",thuyền trưởng robber làm siêu tốt luôn chỉ là thiếu chút may mắn hoiiii nha
"@SwkartAcacia
1 tháng trước",chúc mừng mason nguyễn chúc mừng sớm muộn thì
"@jessivn156
2 tuần trước",anh lao vào thẳng tâm bão để tâm hồn anh được hửng đông
"@thiphuongmai287
1 tháng trước",có thể là bài hát tui sẽ nghe nhiều nhất 2025 nó hay nó ý nghĩa nó quá là đỉnh đi
"@toanthien247
3 tuần trước",quay lại khi nhận best hit mặc dù ngày nào cũm nghe kkkk
"@nltn24
1 tháng trước",jaysonlei xây cầu đỉnh quá
"@MinhNguyen-l1o5h
2 tuần trước",cố gắng để bài này trở thành hit lớn nhất của atsh 2025 nha mọi người để anti fan không nói chương trình flop nữa
"@hamadaasahii-n2d
1 tháng trước",team 100k lộn xộn này quá giỏi bị dính ở đây không dứt được luôn hãy cho mấy ảnh lên q1 nào
"@thuyhiez
3 tuần trước",cố chạy kịp kpi trước chung kết nàooo
"@nhivan5878
1 tháng trước",em tin sớm muộn gì mason nguyễn cũng sẽ tỏa sáng
"@VuLe-je2ey
3 tuần trước",còn hơn 1 ngày nữa trước khi sớm muộn thì trở thành best hit
"@soowoniee24
1 tháng trước",khôi vũ ơi tự tin hơn nữa nhé cậu quá giỏi luôn nỗ lực cậu chỉ cần tin vào bản thân mình hơn nữa mình tin chắc cậu sẽ thành công rất lớn một ngày không xa ngưỡng mộ và yêu thương cậu rất nhiều
"@thaonguyen7307
1 tháng trước",mason nguyễn hát hay quá đoạn đó sáng lắm luôn nha trời
"@LanHươngVõ-s2p
1 tháng trước",mọi người quá giỏi mason nguyễn hát quá đỉnhhhh
"@unbtan295
1 tháng trước",lúc xem trực tiếp là tui thik nhất mason nguyễn lun á
"@hello_YangJoosi
2 tuần trước",anh em ơi lên 8m trước concert nhéeeeeeeee
"@lyle-gq7hf
1 tháng trước",khôi vũ tài năng lắm luôn
"@duyenls
2 tuần trước",ngày nào cũng phải nghe sớm muộn thì ít nhất 10 lần
"@Mymummim_2001
1 tháng trước",vâng lại thêm 1 bài hát vào trong list nhạc của tui không cần hầm hố gai gốc hay nhồi nhét quá nhiều thứ nó vẫn đầy đủ từ ý nghĩa đến độ catchy và màn trình diễn hút mắt mãi yêu cái team 100k lộn xộn này
"@hanniecute1409
1 tháng trước",bài hát rất mason nguyễn nha anh mason nguyễn mãi ủng hộ anh mason nguyễn
"@hchiine
1 tháng trước",team sớm muộn thì peak quá trời một bài hát có giai điệu cuốn hút chiều sâu ủng hộ hustlang robber nhâm phương nam khoi vu mason nguyễn jaysonlei và lamoon rấc nhìuuuuuuuuuuuuuuuu
"@brownie_1205
1 tháng trước",chúc mừng mason nguyễn đã hoàn thành xuất sắc phần trình diễn của mình
"@MinhNguyen-l1o5h
2 tuần trước",cố gắng để bài này nằm trong top lâu nhất nha mọi người
"@MinhThùyĐỗThị-t5z
1 tháng trước",cả nhà cùng nhau bế sớm muộn thì lên top để nghe mason nguyễn diễn trên sân khấu nha
"@justafantasy-901
1 tháng trước",thích đoạn của jaysonlei quá đi 3 47
"@AnhMinh-q1f
2 tuần trước",mỗi lần vào là thấy nhỏ sớm chuẩn bị chạm một mốc mới tăng siêu nhiều mỗi ngày đỉnh quá trùi ui
"@TuânNguyễnVăn-h6f
1 tháng trước",cả nhà ơi c à y t o p 1 ạ
"@TheErasTour2
1 tháng trước",muốn nghe khoi vu hát và anh vẫn sẽ luôn yêu em luôn thương em ở concert
"@ThịnhGia-h7x
2 tuần trước",mỗi ngày cứ like là cày tiếp lên 7 triệu lun
"@HàVyNguyễn-t1t
1 tháng trước",mê bài này ấn tượng đoạn khôi vũ
"@Lening_len09
1 tháng trước",thích khúc lamoon quá điiii
"@DươngThùy-217
1 tháng trước",mê cả team robber nhất là mason nguyễn và lamoon 33333
"@dtnn1609
1 tháng trước",mình yêu lamoon mình yêu team 100k lộn xộn
"@PhươngTrần-l6e3g
3 tuần trước",bài gì mà ver của ai cũng hay và sáng hết z nè
"@huyngo6772
3 ngày trước",lênnnn
"@Azxybcd
1 tháng trước",còn 15p gáng lên 1tr nào các thuyền viênnnn còn nước còn tát lên nàoooooooo
"@QuangViet203
2 ngày trước",từ 8h sáng đến 3h chiều là tổng tăng đc 47k viuuuu nha mn
"@22.phanthithungan81
1 tháng trước",bên cạnh việc thích đoạn hát của khoi vu mình còn ấn tượng ấn tượng bởi đoạn rap của mason nguyễn nữa á mấy live trước ảnh hổng để lại ấn tượng gì nhìu cho mình nma giờ nổi bật lắm luôn íiii
"@567edcvf
2 ngày trước",chẳng mong cầu gì chỉ cần view cứ đều như vậy là ok
"@arinavu8394
1 tháng trước",bị nổi da gà với ver của khôi vũ luôn ấy ạ quá giỏi quá tài năng stage này presence quá đỉnh cao ver rap của nhâm phương nam cũng quá hợp luôn ạ bài này quá peak thuyền trưởng robber oyyy
"@UyênNhung
1 ngày trước",10m đi nàooo
"@567edcvf
3 ngày trước",80like tới rồi cuối tuần 10t quá dễ với sớm
"@Lisa-fu6is
1 tháng trước",bài thích nhất từ đầu chương trình đến giờ đây rồiii intro của khôi vũ hay quá nghe phát dính ngay á trời khách mời lamoon cũng làm quá tốt vai trò của mình luôn line của ai cũng sáng hết bài này phải hit cho chúng tui
"@tlyn.202
13 ngày trước",hay vcl đỉnh quá thuyền trưởng ơi huhuhuhu
"@HoàngNguyễnkim-w3b
1 tháng trước",quá giỏi ai củng hay hết tự hào mason nguyễn
"@user-ch2un8by5h
1 tháng trước",khôi vũ là thần
"@nguyenminhngocHMU
1 tháng trước",21h phải lên 200k nhé mọi người ơiiiiiii
"@ThiTruc-yt4ix
1 tháng trước",phải nói bài này quá hay ai cũng có điểm sáng riêng top 1 lòng mình team hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon quá tuyệt
"@JdjdjdkjdYehjue
1 tháng trước",mùa 2 phát sống lúc đi học nên bằng ngày tăng ít chủ yếu buổi tối thôi mn cùng cố gắng bù lại nha
"@user-me7ke5ps7m
4 ngày trước",8 1 là tròn 2 tháng tuổi mn ráng đẩy bé lên 10m nhaaa
"@369ANATNhaKhoaKim
1 tháng trước",với toi nó hay nhất từ đầu chương trình tới giờ
"@yenphan8661
1 tháng trước",bài hát hay nhất chương trinh mùa này t đã nghe tuyệt vời từ giai điệu ca từ và màu giọng đẹp của 6 anh em đã tạo ra
"@lyphan6383
21 giờ trước",ver cuối của jaysonlei hay thí
"@armyjenlisoochae9147
1 tháng trước",ghiền cái team này quá đi trời oii ban đầu là định support cho lamoon thôi nhưng nhạc quá peak đi dính ngay lần đầu mà còn siu ý nghĩa nữa từ giờ sẽ support cho cả team nhaaaa
"@codongcuaai
1 tháng trước",sớm muộn thì quá đỉnhhhhh hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon ver của ai cũng hay hết luôn chúc mừng sếp mason nguyễn cùng team có 1 siêu phẩm ạaa
"@phuongchi1904
1 tháng trước",bài này phải hit
"@chauchauindaeyo4612
1 tháng trước",khôi vũ giỏi lắm luôn bạn rất xứng đáng thành công nhiều hơn nữa nhe
"@26.thaivantan84
1 tháng trước",nó vẫn là out trình vẫn là bài hát thấy ấn tượng từ đầu đến giờ
"@512w_nalv
1 tháng trước",khoi vu bài này sáng trưng đỉnh điên ýy thật sự rất giỏi luôn vũ ạ ước gì vẫn được xem anh trình diễn thêm nữa anh đã làm rất tốt rồi hóng những sản phẩm trong tương lai của anh cư dân berlin luôn support anh
"@urumi228
2 ngày trước",giọng khôi vũ hay quá
"@aimaohipd4
1 tháng trước (đã chỉnh sửa)",khôi vũ giỏi quá đẹp trai làm nhạc nghe cuốn và hay nữa
"@MyTruong-jh8nv
1 tháng trước",hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon mãi đỉnh
"@Jessieng.uyen.3
1 tháng trước",thương khôi vũ rất giỏi rất hiền và tử tế mong khán giả đón nhận khôi vũ nhiều hơn vì bạn đã mở lòng thành công rồi
"@nghiahiep456
1 ngày trước",nay lên 9 5m luôn nha cả nhà
"@phuongntb8985
1 tháng trước",ê sao tui thấy view bị đứng v mấy bà huhu cho em nó lên quận 1 trước t7 đi nàooo
"@ĐỗUyên-g5p
1 tháng trước",siêu hay hay vượt kì vọng luôn ver của ai cũng sáng yêu team 100k lộn xộn với truyền trưởng hustlang robber khoi vu mason nguyễn jaysonlei nhâm phương nam và lamoon
"@LynnKim-ntlq
1 tháng trước",thuyền trưởng và các thuyền viên giỏi lắm chúc mừng team sớm muộn thì chúc mừng hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon
"@ýnguyễn-p1c
7 ngày trước",giữ chặt bé ở lsx nha cho thấy sức mạnh của best hit nào
"@huyenngoc-qy6bx
1 tháng trước",các cổ đông còn ở đây nghe mason nguyễn hát không ạa
"@ngmainee
1 tháng trước",nhạc hay thế này thì phải quận 1 thẳng tiến ngayyyy
"@vananh4086
1 tháng trước",tôi yêu sớm muộn thì yêu thuyền trưởng hustlang robber yêu các thuyền viên mason nguyễn khoi vu nhâm phương nam jaysonlei lamoon
"@hungchoia3143
9 ngày trước",sắp lên concert r hóng quáaa
"@khanhh134
1 tháng trước",sớm muộn thì virallll bài quá hayy
"@ThanhHoang-fe3om
1 tháng trước",hay quá đi thôi mason nguyễn hustlang robber khoi vu nhâm phương nam jaysonlei đỉnh quá đoàn mình ơi nghe hoài không chán luôn
"@bayleaves2771
1 tháng trước",hay nhất live 3
"@thanhvylam4926
6 ngày trước",team 100k lộn xộn xịn thật sự bài này vang lên ở concert một phát là mấy má hát theo muốn sập sàn
"@ttwuei.i
1 tháng trước",nhạc gì tẩm đá tẩm ke hay vậy trờiii sớm muộn thì hustlang robber jaysonlei khôi vũ nhâm phương nam mason nguyễn lamoon
"@vynguyen-im7hn
1 tháng trước",tự hào về hustlang robber jaysonlei mason nguyễn khôi vũ nhâm phương nam lamoon
"@ThanhLê-e7s
1 tháng trước",lyrics cực kì ý nghĩa rất respect team của hustlang robber jaysonlei bài này cũng rất sáng mason nguyễn
"@thienquanphanhoang841
1 tháng trước",bài sớm muộn thì ai cũng tỏa sáng khôi vũ hát hay quá nhâm phương nam rap hay jaysonlei cũng sáng sân khấu masoon tập này thấy bạn rap voi hat bức phá hơn các tập truóc nhiều lamoon giọng ngọt quá roober thì khỏi phải nói đúng chất thuyền trưởng
"@Starsus1
1 tháng trước (đã chỉnh sửa)",bài hát chia line rõ ràng có cao trào có trầm lắng có vui nhộn và có được chất nhạc rất riêng của bài các thành viên ai cũng toả sáng ở line của mình mọi người kết hợp lại với nhau quá là mượt xứng đáng top 1 trending shout out cho thuyền trường robber và cả team vì những cố gắng của mn để cho ra tác phẩm có thể replay ngàn lần 3
"@Tieu26
1 tháng trước",hay quá 1m3 các thuyền viên tuyệt vờiiii
"@VyNguyen-u1x7e
3 ngày trước",hôm nay lên 9 2 sẽ kịp cuối tuần lễn10
"@ltnhunng
1 tháng trước",hay váiiiiiii replay 100 lần rồi á tr team sớm muộn thì peak vi ci eo robber jaysonlei nhâm phương nam mason nguyen khoi vu lamoon giỏi qá
"@baovhan
1 tháng trước",bài này hợp gu tui nhất từ trc đến giờ luôn ýyyy siêu thích concept này của team cực kì thích ver khoi vu luôn ạ thích lắm ý livestage này ảnh toả sàng mà bị loại siêu thương anh nam rap thì siêu đỉnh siêu bất ngờ 3 con tướng robber jaysonlei vs mason thì không phải nói về độ đỉnh rồiii yêu team sớm muộn thì cực luônn
"@harrytien222
1 tháng trước",bé sớm vẫn là peak vi ci eo cho dù có ra nhiều nhạc hôm nay kkk
"@harrytien5169
1 tháng trước",tôi thật sự muốn thấy team sớm muộn thì trình diễn trên sóng 2026 sắp tới nên ace phụ giúp đẩy thêm cho e nó lên lại t o p 1 nào
"@hientranthithu6880
1 tháng trước",mason nguyễn tôi tự hào về bạn
"@PhươngDương-r6k
1 tháng trước",5 10 khúc này nghe như nhạc anime opening ấy peak quá sớm muộn thì cũng top1 trending
"@567edcvf
8 ngày trước",xong một buoc roi tien len mốc moi thôi
"@thuyhiez
4 tuần trước",hiện tại đang đứng top 4 bài hát nhiều view nhất mùa này rồi cả nhà nhanh chóng bế ẻm lên 6tr view để lên top nhaaa
"@iamives-s
1 tháng trước",cùng đẩy con ngựa chiến này lên quận 1 nha mọi người ơi lần đầu phải để lại cmt vì quá tiếc cho một bài hát hay cỡ này mà team sớm muộn thì lại rụng mất 2 người khán giả trường quay toàn nhìn mặt vote thôi nhưng khán giả từ xa sẽ chứng minh điều ngược lại ngai vàng phải thuộc về nhà vua
"@thanhvylam4926
1 tháng trước",cái bài nó cuốn cỡ này thì mọi người ủng hộ nhiều lên nhennnn dòm cái list mấy anh trai trong đây hông có thấy fan anh nào chuyên cày viu hết
"@mschoko7
5 ngày trước",ráng lên 10m trong 2 tháng nha mn
"@Ngothuyquynhmai
3 tuần trước",cái đoạn bridge hay nhất anh trai mùa 2 luôn á
"@thuho9184
3 tuần trước",3 tuần liên tiếp lọt vào t o p 10 làn sóng xanh
"@hello_YangJoosi
11 ngày trước",ui đạt mục tiêu sớm hẳn 2 ngày luôn kk
"@keosuadautay
1 tháng trước",chúc mừng team sớm muộn thì một bài hát siêu hay và ý nghĩa ấn tượng nhất đoạn của khoi vu và nham phuong nam shout out cho thuyền trưởng robber lái con thuyền này quá đỉnh r
"@QuyenLe-si1jp
3 tuần trước",team này peak thật
"@27.ĐỗChâuLinhPhượng
1 tháng trước",sớm muộn thì mình cũng về bên nhau thôi thông điệp của bài chạm lắm luôn mason nguyễn thật sự đang thoát ra khỏi vùng an toàn của mình
"@HuongPham-qj2ly
1 tháng trước",hay nhất ls3 team chọn cuối nhưng quá bùng nổ
"@phuccao4815
1 tháng trước",lên top 1 thôi nào
"@ellisabn1716
1 tháng trước",hay quá yêu bé mason nguyễn yêu bé khoi vu yêu nhâm phương nam yêu jaysonlei yêu hustlang robber yêu lamoon sớm muộn thì cũng top 1 thôi
"@Munny-k7e
6 ngày trước",1 tỷ 8 lượt xem đa nền tảngg
"@NhuUyen-c9x
1 tháng trước",team sớm muộn thì peak quá trời một bài hát có giai điệu cuốn hút chiều sâu ủng hộ hustlang robber nhâm phương nam khoi vu mason nguyễn jaysonlei và lamoon
"@HoàngNguyễnkim-w3b
1 tháng trước",mason nguyễn cổ đông giỏi
"@wtuyn8
1 tháng trước",ver khôi vũ hay quáaa
"@Nhung-3g
3 tuần trước",cố nên nhà mình ơi 6m trước thềm ck nèee
"@DinBee
1 tháng trước",mason nguyễn với khoivu sáng sân khấu ghê
"@02m43s
1 tháng trước",sớm muộn thì siu hayyyyy nguyện seeding bài này cả đời huhuhu hustlang robber lead team quá đỉnh ver rap của mason nguyễn và cây cầu của jaysonlei quá sáng quá hayyyyy cả ver của khách mời lamooon cũng tuyệt vời không có chỗ chê riêng khoi vu thì khỏi phải bàn tốt từ viết đến hát và nhảy luôn nhâm phương nam rap giọng trầm cuốn điên hơi tiếc cho khoi vu nhâm phương nam vừa mới nổi bật lên và thể hiện tài năng thì bị loại hi vọng được theo dõi những sản phẩm tiếp theo của 2 bạn tôi yêu team sớm muộn thì
"@ThanhTuan-cz5lv
13 ngày trước",sớm muộn thì lên t r e n i n g luôn
"@hchiine
1 tháng trước (đã chỉnh sửa)",số 1 lòng tui luôn á nó ý nghĩa từ từng câu chữ khi nghe câu chuyện và thông điệp muốn truyền tải qua bài hát này t muốn khóc lun mỗi người đều có spotlight riêng ai cũng sáng ai cũng hay cũng làm t bất ngờ lần đầu làm đội trưởng của anh thành công lắm robber ơi dù kết quả không như mong muốn nhưng với em anh đã đưa các thuyền viên của mình ra khơi và trở về đất liền trong ánh hào quang ruifiii team sớm muộn thì quá peak mãi iu khu tự trị nhà bè
"@trkhm_
1 tháng trước",thích thông điệp của bài quá from zero to hero team sớm muộn thì quá giỏi hustlang robber nhâm phương nam khoi vu mason nguyễn jaysonlei lamoon ai cũng toả sáng
"@kayalvin2645
1 tháng trước",bài hát không chỉ hay mà còn khiến mình bắt đầu ấn tượng và phải quan tâm nhiều hơn đến khôi vũ và anh nhâm phương nam lần này anh robber làm đội trưởng rất giỏi mình tin cái thành công nhất là mỗi thành viên đều để lại ấn tượng cho khán giả và lan tỏa được bài hát xa hơn nữa
"@TongNguyenba-t8u
1 tháng trước",anh rat tu hao cac em trai hustlang robber mason nguyen jaysonlei nham phuong nam khoi vu va chu cung rat tu hao ve chau lamoon diem hang
"@aritiadianastephen7363
1 tháng trước",thật ra thì ban đầu đây là nhóm ko dc mn kỳ vọng nhất nhưng mà team 100k lộn xộn đã chứng minh được họ tài năng và xứng đáng cỡ nào shout out cho khoi vu nham phuong nam mason nguyen jaysonlei robber lamoon yêu cái team này chếc đi được
"@nghiahiep456
2 tuần trước",đêm nay bé sớm quẩy ghê vậy gần 7 2m rồi nè quá đã
"@dorymyname
1 tháng trước",thật sự cái live stage 3 này là trauma lớn nhất trong hành trình đu say hi của t từ lúc khôi vũ bị loại t khóc như thất tình giờ mỗi lần nghe cái bài này là nước mắt t auto chảy vì thương khôi vũ mê bài này nhất từ đầu chtrinh tới giờ mà cứ nghe là khóc vậy thì cà y kiểu gì đây huhu anh ơi anh giỏi lắm rồi ạ em tự hào về anh thật sự khoi vu is the best
"@linaserene23
1 tháng trước",bài này vẫn sẽ là best trong lòng mình cứ mỗi lần tới đoạn của khoi vu với jayson lei là mình lại rơi nước mắt đem con mã này tới concert đi hicccc quá hay
"@PhươngLinhPhạm-o9i
1 tháng trước",ai cũng giỏi ai cũng tài năng siu mê bài này hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon
"@ThaoTrinh-yn3wx
1 tháng trước",sớm muộn thì hay oi hay robber mason nguyễn nhâm phương nam khôi vũ jaysonlei lamoon quá tuyệt vời
"@thuonghoai4719
1 tháng trước",ôi đây là thánh ca ư âm thanh ấy không vang lên từ đâu xa mà dường như khẽ ngân từ sâu trong lòng người mỗi tiếng hát mỗi nhịp ngân như chạm vào một nơi rất mảnh rất mong manh trong trái tim ta lặng người không biết đó là tiếng người hát hay là tiếng của ký ức đang trỗi dậy cả không gian như ngưng lại ánh sáng rơi xuống thành từng vệt mờ soi lên những gương mặt đang lắng nghe trong khoảnh khắc ấy mọi buồn đau lo lắng dường như đều tan biến chỉ còn lại sự tĩnh lặng dịu dàng của tâm hồn được gột rửa mason nguyễn
"@cbghpthao
1 tháng trước",jaysonlei mãi đỉnhhh
"@user-me7ke5ps7m
2 tuần trước",bài hát nhiều fan nhất chương trình
"@tcthanh30
1 tháng trước",replay suô t 1 tiê ng đê nghe ver khôi vu ha t va ver jayssonlei đoa n 50 50 đô ng xu ma ơi hay xi u ai cu ng hay nhma ghiê n nhâ t ver 2 ông na y
"@Chauneesan
1 tháng trước",mê cái team này lắm robber thực sự là 1 leader tuyệt vời trông gang gang nhưng bên trong lại rất quan tâm tới các anh em trong team live này khoi vu đã rất tỏa sáng và anh xứng đáng được công nhận mình khá tiếc khi khoi vu và phương nam bị loại ở live3 này nhưng mình mong hai anh vẫn sẽ tỏa sáng để cho mọi người thấy được tài năng của hai anh cảm ơn team robber đã đem đến cho khán giả 1 bài hát tuyệt vời và có ý nghĩa đến vậy
"@aerawon-99
1 tháng trước",jaysonlei dễ thương théeee
"@khoa-ursidae
1 tháng trước",4 14 này mà đi concert quẩy banh nóc luôn
"@UIA-l2q6j
1 tháng trước",mn giỏi quá hơn 230k trong 12t r cố lên mn ơi yêu khoi vu hustlang robber nhâm phương nam jaysonlei mason nguyễn lamoon
"@Azxybcd
1 tháng trước",thấy viu mỗi ngày tầm 250n đều thiệt sự kh biết vượt được đoạn kịch câm kh ta
"@lytruc3388
2 tuần trước",best hit kh chỉ là cái danh đỉnh đét nhà mình ơiiiiiii
"@LinhLê-c4m
1 tháng trước",cắt đoạn nào ra cũng thấy hay ý hustlang robber nhâm phương nam mason nguyễn jaysonlei lamoon khoi vu quá giỏi
"@duyenls
6 ngày trước",cuối tuần lên 9m được không mọi người ơi cố lên đừng bỏ cuộc
"@quanman-v7k
1 tháng trước",thật sự mn phải ồn thêm về lyrics của bài nha từ lần đầu nghe mình đã bị ấn tượng và gần như bật khóc lun á nhất là phần rap của mason nguyễn và anh nhâm phương nam câu thứ cản chân chính là suy nghĩ việc lên đường chính là giải pháp nó thật sự rất chạm lunnn với 1 đứa luôn không dám làm vì những suy nghĩ mình chả làm đc mình sợ hay gia đình sẽ ra sao nếu mình đi như mình thì có lẽ giải pháp chính là phải dám thử cho phép bản thân được 1 lần lênh đênh trên biển để biết rằng thế giới ngoài kia rộng lớn nhường nào và cứ đii thôi bình minh vẫn sẽ đến và 1 lúc nào đó mình sẽ nhận ra rằng tất cả những điều từng làm ta sợ đã bị cơn sóng kia cuốn đi từ lúc nào k hay nói chung là phải cho sớm muộn thì lên q1 nha mấy mom
"@MaiPhuong-xn9up
1 tháng trước (đã chỉnh sửa)",có thể là replay x 1000 lần thuyền trưởng robber và team mãi đỉnh k thất vọng khi thích thuyền trưởng và team từ lúc đầu chúc mừng các anh có hit lớn trong chtrinh xứng đáng với nỗ lực của mn
"@hoanhhh
1 tháng trước",hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon sớm muộn thì xứng đáng lên top 1 1 bài hát quá đỉnh quá nhiều ý nghĩa mỗi người đều có 1 spotlight riêng verse của khoi vu quá peak có thể là hay nhất từ đầu chương trình đến giờ
"@Xuyến-z9t
1 tháng trước",quyết lấy best hit cho bài này nhé mn muốn khôi vũ jaysonlei anh nam có được thành quả xứng đáng 3 người này bị loại mà tui tiếc lắm í
"@vanhhhh3587
3 tuần trước (đã chỉnh sửa)",bài này có khi là bài hát nhiều fan nhất chương trình
"@ttwuei.i
1 tháng trước",hustlang robber dẫn dắt team đỉnh quá ai cũng có spotlight riêng lunn khôi vũ bài này rất sáng nhâm phương nam rap bất ngờ nha mason nguyễn đi flow mướt mườn mượt lamoon nhí nhảnh đáng iuuu jaysonlei thì còn gì để nói nữa k ạ quá tuyệt vời rồiii
"@quyenpham9978
1 tháng trước",sớm muộn thì hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon top1 lòng tuii
"@dorymyname
1 tháng trước",có ai còn nghe không ạa 1 giờ 30 phút sáng ngày 10 11
"@lyly7921
7 ngày trước",sớm muộn thì quá hay luôn ngày nào cũng nghe không chán
"@ngatruong1212
1 tháng trước",đoạn robber rap bị nổi da gà luôn ý nghe lần đầu là mình đã biết là ổng muốn rap kiểu giống hơi khóc như vậy giống như những người dân biển đang gặp khó khăn ở ngoài khơi xa dị mà mấy cha nội kia hay chê quá trời đối dới tui đoạn rap của ổng siêu siêu sâu sắc từ lyrics cách nhấn nhá và cho vào đó rất nhiều cảm xúc như thật sự đang ở ngoài biển cả sau đó đoạn ổng jaysonlei tiếp nối siêu cảm động lun á thật sự đối với mình những người dân con biển là những con người tuyệt vời chịu thương chịu khó mỗi lần ra khơi là một lần tung đồng xu 50 50 cho số phận quá quá đã cho một bài hát với câu chuyện rõ ràng cảm xúc như vậy 3
"@thaopham25
1 tháng trước (đã chỉnh sửa)",bài này là bài thành công nhất ls3 luôn í lúc đầu thì mình k kì vọng vào team lắm nhưng khi nghe xong bài này mình thật sự bất ngờ luôn á nghe hoài k chán ấn tượng nhất là khoivu và jaysonlei cất giọng lên đúng đỉnh khách mời lamoon cất giọng catchy thiệt sự hustlang robber và nhâm phương nam mason nguyen quá tuyệt vời luonn mãi yêu team sớm muộn thì đẩy lên quận 1 nào tất cả mọi người ơiii
"@nguyenminhngocHMU
1 tháng trước",ồn ào hơn nữa về con mã này tôi muốn nhìn thấy vũ nhiều nhất có thể ở tất cả các đêm concert mùa 2 hát nhảy chơi guitar chơi trống hát demo để nhỏ được làm hết đi
"@huyngo6772
3 ngày trước",lên tiếp nào cả nhà ơiii
"@DIDI-rz3kx
1 tháng trước",hustlang robber thuyền trưởng giỏi nhất rất bất ngờ về ý tưởng và thông điệp của anh thông qua bài hát này cảm ơn anh rất nhiều team này đỉnh nhất lòng em ở ls3
