name,comment
"@DIDI-rz3kx
1 tháng trước",khôi vũ ơi tự tin hơn nữa nhé cậu quá giỏi luôn nỗ lực cậu chỉ cần tin vào bản thân mình hơn nữa mình tin chắc cậu sẽ thành công rất lớn một ngày không xa ngưỡng mộ và yêu thương cậu rất nhiều
"@nhuy6350
1 tháng trước",bài này đỉnh nhất live 3 thích nhất đoạn của khôi vũ cất giọng sau khi robber tự sự ôi trời cái melody quỷ quái gì đây hả vũ làm em phải replay chục lần rồi đây nàyy tôi yêu khôi vũ tôi yêu sớm muộn thì
"@Azxybcd
1 tháng trước",mục tiêu cho ngày mai là 1tr2 nha các thuyền viên chúng ta giữ vững tinh thần 200k ngày nhaa
"@hello_YangJoosi
2 ngày trước",40k nữa thôi là lên 9m3 rùi
"@taanstaifx
1 tháng trước",bế ngay em mason nguyễn lên q1 khen mason nguyễn là hoàn toàn xứng đáng mỗi sản phẩm mỗi dự án của mason đều thể hiện rõ sự chuyên nghiệp sáng tạo và tinh tế người có năng lực thật sự thì chỉ cần nhìn qua kết quả là biết mason chính là minh chứng cho điều đó yêu team 100k lộn xộn sớm muộn thì 3
"@LinhPhạm-y3b6d
1 tháng trước",thích line rap của mason nguyễn quá đóng tune mãi đỉnhhhh
"@Yunyun-y5t
1 tháng trước",ko nhg nhạc cảm động mà tình cảm ae giữa team này còn khiến khán giả thương hơn á
"@jessivn156
3 ngày trước",tuần tới 10m luôn nhé cả nhà ơi cố lên nè
"@ChiNguyen-jc5tl
1 tháng trước",có thể là hay nhất ls này luôn đỉnh cao vkl robber ơi
"@NganNguyen-tz1uy
1 tháng trước",hóng màn collab tương lai giữa khôi vũ và lamoon giọng 2 bạn này hợp nha
"@queeniu4511
1 tháng trước",vòng này ai cx sáng chói luôn khoi vu với lamoon đỉnh thiệt
"@UyênNhiNguyễn-n7p
2 ngày trước",tung đồng xu đc 9 triệu view ròi nhanh qué
"@NhiĐoàn-s6j
1 tháng trước",khoi vu xứng đáng được biết nhiều hơnn đưa bài này lên quận 1 mn ơi
"@joleyonherway
1 tháng trước",phải thật sự công nhận lần này team robber làm ngoài sức tưởng tượng luôn từ một đội tìm đến nhau vì duyên số mang cái mác là những người dạt để trở thành team dạt ra cho tụi anh cháy trân trọng stage cuối cùng của anh năm và khoi vu
"@ThaoThao-b3w
1 tháng trước",bài này ra đúng thời điểm có nhiều sự kiện liên quan nghe rất ý nghĩa luôn ý mason nguyễn khôi vũ
"@tuanle-hm4hw
14 giờ trước",10 triệu đi cả nhà owiiiiiii
"@hanhhieulienle870
1 tháng trước",thích bài này lắm luôn team thuyền trưởng hustlang robber mãi đỉnh yêu khoi vu nhâm phương nam mason nguyễn jaysonlei bé đẹp lamoon
"@UyênNhi-r7g
1 tháng trước",thích nhất là đoạn của khôi vũ siêu hay lun
"@nguyenthianhthu2395
1 tháng trước (đã chỉnh sửa)",đội trưởng robber tuyệt vời lắm luôn các thành viên khoi vu mason nguyễn nhâm phương nam jaysonlei và bé khách mời lamoon đều rất giỏi mọi người like chia sẻ nhó yêu team lộn xộn này lắm
"@567edcvf
13 giờ trước",sớm lên 9 6 nào cố lên moi người ơi
"@ngoctramhuynh6380
1 tháng trước",0 45 âm nhạc của khoi vu như con đường dẫn dắt ta đến thiên đàng vậy nghe êm thật sự
"@qknguyen4016
1 tháng trước",800k rồi mục tiêu ngay mai 1m cố lênnnn mn
"@TLINHG2
1 tháng trước",respect đội trưởng hustlang robber vô cùng đội trưởng đã làm rất tốt rồi chúc sớm muộn thì cập bến trending thành công nhée
"@krs-z2m
1 ngày trước",mặc cho đời nhấn chìm tình yêu này ngoi lên như vì sao băng trong đêm
"@alyss3682
1 tháng trước",siêu tự hào về team sớm muộn thì và mason nguyễn luôn mê verse của khôi vũ mở đầu quá đỉnh xong lúc sau lại thêm verse của mason nguyễn cũng hay điên lên
"@_dn.nqyn_07
1 tháng trước",em yêu khôi vũ jaysonlei hustlang robber nhâm phương nam mason nguyễn lamoon lắm íiiii
"@sunvma
1 tháng trước",khoi vu mở hay quáaaa đi tôi yêu thanh âm da diết bay bổng của con mèo này lắm ảnh là thần
"@567edcvf
2 ngày trước",hôm nay chắc 9 4
"@khanhh134
1 tháng trước",khoi vu không làm khán giả thất vọng bao giờ luôn làm tốt hơn vòng trước ngàn lần giỏi lắm khoi vu oiiii
"@ntp4003
1 tháng trước",nhắm mắt lại nghe bài này có thể tưởng tượng ra cả 1 bộ phim luôn nó điện ảnh dã man
"@HuongNguyen-rv2vn
1 tháng trước",team hermosa và sớm muộn thì đỉnh vãi ai cũng sáng trên sân khấu mà nghe 1 lần dính luôn cảm giác họ như 1 nhóm nhạc chứ không phải phần thi nữa
"@hanzynziee
4 ngày trước",sau bài này hay dữ zayyyy hay tất cả các verse luôn ă
"@TuấnMinhHoàng-x7i
1 tháng trước",tôi đã phải hú hét vì team hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon quá nhiều lần trong ngày rồi
"@HườngDương-p6s
1 tháng trước",khi biết đến khoi vu cũng là lúc ảnh phải rời đi nhưng mà không sao đã có rất nhiều người biết đến anh rùi sớm muộn thì lên top 1 luôn nhá
"@melodydyyy
1 tháng trước",hai bé đồng niên jaysonlei lamoon với mason nguyễn đáng yêu quáaaa trời ơii
"@DIDI-rz3kx
3 ngày trước",ngày nào cũng nghe đợi đến concert hn hóng quá
"@ngocnguyenvan5589
1 tháng trước",yêu thương các a thì cày view mạnh dô m n ơi
"@Tuyềnvj7
1 tháng trước",bài hay nhất của ls3 trong lòng tui mỗi người đều có spotlight riêng thích ver của mason nguyễn nhất cả team đều tuyệt vời lắm ạa
"@tranvananh9295
1 tháng trước (đã chỉnh sửa)",team này đỉnhhhh nhe nghe 1 2 lần đầu thì thấy catchy từ anh em ơi của robber nhưng nghe lần thứ 3 là bắt đầu ghiền luôn shout out cho tất cả mọi người đặc biệt mason nguyễn nhé bạn này nỗ lực và bứt phá qua từng livestage
"@DuongDomicmaidinh
3 ngày trước",ráng cày cuối tuần lên 10m nhé mn
"@nhatuyen5233
1 tháng trước",jaysonlei bé lamoon quá dễ thươnggggg luônnnnnn
"@Leduong-z
1 tháng trước",đay rồi đây chính là bài hát ấn tượng nhất trg lvestage 3 đủ wao luôn đỉnh quá team ah robber ơiii
"@Azxybcd
1 tháng trước",nhạc đã hay còn đầu tư sân khấu nữa mẹ keep thuyền trưởng robber làm đội trưởng đỉnh vi ci eo
"@VyNguyen-u1x7e
3 ngày trước",sẽ chờ đến khi 10t thì cứ ta tà rong chơi đến tết ta về nhà ăn tết nha
"@uyenuyen739
1 tháng trước",cái bài nó hay bắt tai tới nỗi không có ai là pick của t trong đây mà t phải cmt khen từ tập chính sang tới bên đây lần đầu làm đội trưởng của hustlang robber thành công quá luôn chúc mừng team sớm muộn thì nhennnn
"@xiaobing005
1 tháng trước",mình thích bài này nhất livestage đặc biệt là ver của khôi vũ thật sự rất tiếc khi người tài năng như vũ lại bị loại sớm như vậy
"@taanstaifx
1 tháng trước",giọng mason nguyễn đúng đỉnh của chóp hát ngọt mà rap thì cực cháy luôn a
"@567edcvf
2 ngày trước",rang len tới luôn thuyen truong ới
"@MyTrúcNetJames
1 tháng trước",thương khoi vu quá đáng ra chtrinh nên cho vote tổng từ phim trường và vieon thì các anh trai mới sẽ có cơ hội được tỏa sáng hơn
"@nghi-a.r.m.y557
1 tháng trước (đã chỉnh sửa)",đội trưởng hustlang robber siêu đỉnh không nghĩ sẽ có một bài cháy như vậy khi team đến với nhau một cách đặc biệt vậy luôn chúc mừng thành công của sớm muộn thì
"@huyenkieu4765
1 tháng trước",chúc mừng mason nguyễn và cả team đã có một chuyến ra khơi đầy mãn nhãn tự hào về mọi người nhiều lắm
"@HueNguyen-ij3om
16 giờ trước",quá trời rồi team lộn xộn oiiii
"@kimanhnguyen782
1 tháng trước",khoi vu hát hay vãi có thể đoạn đó là thánh ca của mùa này
"@thuha_masemase
1 tháng trước",họ là mảnh ghép hoàn hảo của nhau bài hát hay quá mason nguyễn rất giỏi rất tự hào ạ
"@nghi369
1 tháng trước (đã chỉnh sửa)",3 19 cái gì đây lamoon ơiiiiiiiiii hay vỡiiiiiiiiii
"@VyNguyen-u1x7e
13 giờ trước",sắp đặt mục tiêu rồi lên nào
"@user-me7ke5ps7m
1 tháng trước (đã chỉnh sửa)",mn khen nhiều rồi nhưng mà ráng c à y nhạc ráng đẩy trend cho bài này lên t o p với ạ vì nó xứng đáng vô cùng ạ
"@ngoctramhuynh6380
1 tháng trước",khoi vu nhâm phương nam mason nguyễn robber jaysonlei và mảnh ghép hoàn hảo lamoon dù lúc pick đội không suông sẻ nhưng họ lại là những thuyền viên tuyệt vời cho con thuyền sớm muộn thì
"@elianacarter1105
1 tháng trước",không còn từ gì để diễn tả độ hay này tự hào vì ngay ban đầu form team đã yêu quý và đặt niềm tin vào 100k lộn xộn này xúc động qua từng câu hát câu rap ai cũng toả sáng luôn
"@huyngo6772
21 giờ trước",lên nàooooo
"@ThanhUri213
1 tháng trước",đoạn đầu của khoi vu hay quá trời quá đất ấy
"@tramanhnguyen1257
1 tháng trước",ko fan ai nhưng tui thích đoạn khoi vu hay vãiii
"@brownie_1205
1 tháng trước",sẵn sàng mang sớm muộn thì lên quận 1 rồi ạaaa mason nguyễn đỉnh quáaaa
"@AnhMinh-q1f
15 giờ trước",luỵ team này quá ngày nào cũng phải nghe lại bài này hẹn anh em sớm muộn thì ở hà nội tháng 3 tới nhaaaaaaaa
"@naikwon7636
1 tháng trước",nghe tin buồn hôm nay xong vừa coi stage này vừa khóc á thương em lắm khôi vũ ơi
"@lipphee
1 tháng trước",khu ổ chuột mê bài này quá vừa hay vừa năng lượng và ai cx giỏi ht khôi vũ hustlang robber nhâm phương nam mason nguyễn lamoon và cuối cùng jaysonlei chuột đầu đàn của chúng tooiiii
"@YenHoang-cj7du
1 tháng trước",lúc đầu còn lo cho team này nhưng thật sự khi nghe được bài này thì phải wao thực sự mn đã cook ra được 1 bài rất đỉnh yêu team sớm muộn thì
"@VyNguyen-lu6fd
20 giờ trước",lên lên
"@uyênhồ-j9w
1 tháng trước",3 53 hay ácccccccc mê jaysonlei quá cưng ổng qua bây oiiii ng gì đâu mà cuteee vữ vị khonggg biett
"@Nhạchayboivaoday
1 tháng trước (đã chỉnh sửa)",ui thể luôn bài này truyền động lực thật sự mỗi khi thấy lạc lõng bật bài này lên là như được buff 100 sức mạnh bật khi ôn thi như được nạp thêm năng lượng team robber cook bài này quá hay
"@diidii7260
1 tháng trước",nó peak mà nó tuổi trẻ mà nó hoài bão mà nó lói chung là hay điên
"@huyngo6772
1 ngày trước",lên 10m nào cả nhà
"@phuonganh1322
1 tháng trước",giỏi quá chòii lên 1m view lên quận 1 để mí thuyền viên được đi vũng tàu cùng thuyền trưởng nhóo mason nguyễn
"@ely-t9e
1 tháng trước",mason nguyễn và team quá giỏi lyrics sạch tới mức tách từng đoạn riêng ra đoạn nào cũng ý nghĩa mem nào cũng toả sángg respect
"@LoveBrotherhood
1 tháng trước (đã chỉnh sửa)",anh hai robber thật sự đã làm rất tốt nhiệm vụ của một thuyền trưởng jaysonlei khoi vu nhâm phương nam mason nguyễn và cả cô bé lamoon tất cả đều đã làm rất tốt rồi sớm muộn thì quá đỉnh
"@lytruc3388
2 tuần trước",con mã này quá mạnh các thuyền viên đỉnhhh
"@hoangtho8438
1 tháng trước",vô tình nghe được đoạn khôi vũ hát trên threads nghe dính quá cánh của này khép lại sẽ có cánh cửa khác mở ra chúc khôi vũ thành công rực rỡ hơn nữa xứng đáng với tài năng của anh
"@ngavuong1272
1 tháng trước",team này đỉnh lắm ý ai cũng có spotlight hết ver ai nghe cũng hay đặc biệt là khôi vũ và nhâm phương nam làm mình siêu ấn tượngg lại đúng nhân vật mình thích trong op nữa kkk
"@Toffee-v2x
1 tháng trước",khoi vu đỉnh quá line hát siêu sáng màu giọng đẹp khủng khiếp
"@TrâmThùy-n1f
15 giờ trước",lên nữa mn ơi
"@QuangViet203
3 ngày trước",ai đag xem điểm danh
"@ýnguyễn-p1c
2 tuần trước",các thuyền viên đưa sớm muộn thì đi bão
"@duyenls
3 tuần trước",tôi sẽ ở đây đến khi sớm muộn thì tròn 10m rồi tôi tính tiếp keke
"@jessivn156
2 tuần trước",10m thẳng tiến để thuyền trưởng robber dẫn các thuyền viên đi đây đi đó nào mọi người kkk
"@user-me7ke5ps7m
9 ngày trước",nay vừa dc em sớm dặm bùa ở concert quá đã về phải nghe lại liền hehe
"@duyenls
2 tuần trước",em nó nhận giải best hit xong viu nhảy như lên đồng ấy nhỉ tối nay 7m luôn thôiii
"@ann_ssu
1 tháng trước",ngày nào cũng phải vào nghe quá đỉnh rồi mason nguyễn jaysonleiii
"@thythyaudio-jam
2 tuần trước",còn 15n nữa cố lên mn ơi lên trong đêm nay
"@BlueMoon8783
1 tháng trước",jaysonlei có chất giọng và vibe quá là fresh quá là cool
"@AnDuong02
1 tháng trước",ồn ào đưa con thuyền này lên quận một thôi mn ơi
"@BăngTriệu-u1j
5 ngày trước",ước gì hôm nay lên 9m mở đầu năm mới mà khó quá
"@LeeLynhh.duchem
1 tháng trước",sớm muộn thì là bài mà mình đã mong chờ nhất bởi vì khoi vu của mình và thực sự chàng trai ấy và team của bạn đã làm cho mình bất ngờ lắm bài thật sự siêu hay luôn á
"@1OBEY-P
10 ngày trước",em hỏi khi nào trúng đề anh tung ngay đồng xuuuuuu
"@HoàngNguyễnkim-w3b
1 tháng trước",bài này đúng kiểu sau cơn mưa trời lại sáng chúc các ngư dân luôn bình an trở về mason nguyễn
"@linhphuong3367
1 tháng trước",tự hào về mason nguyễn lắm luôn á vừa hát vừa rap mê lớm lớmmmm
"@fairyyy668
1 tháng trước",muốn nghe bài này ở concert muốn thấy jaysonlei mặc bộ đồ đó thấy cưng quá
"@AnhTruong-lb7ux
1 tháng trước",cả nhà đưa con chiến mã này lên q1 thuii nào
"@lehoangngoclinh1992
1 tháng trước",thật sự không uổng thgian cả 1 tháng trời hóng để được nghe lại bài này kể từ những giai điệu đầu tiên nó đã chạm đến mình rồi một bài hát hay và ý nghĩa thuyền trưởng và các thuyền viên làm tốt lắm proud of you guys so muchhh
"@VyNguyen-u1x7e
2 ngày trước",tiền đến 9 4 nao
"@ThúyBìnhHoàng
1 tháng trước",bài dính nhất ls lần này với mình ver mỗi người một màu sắc riêng nhưng tổng thể lại rất hợp hóng con mã này ở concert
"@BảoHân-v2x
1 tháng trước",cổ đông tự hào về mason nguyễn nhất
"@cbog_ic
1 tháng trước",ver mason nguyễn quá hayy cổ đông vô cùm tự hào về anhhh
"@nguyenminhngocHMU
1 tháng trước",cả nhà ơi chạy nhanh như hắc mã băng qua núi non sơn hà để lên đỉnh tiếp theo 300 k nào
"@dnminhha
1 tháng trước",ê khôi vũ đỉnh z mà loại tiêc vô cùng
"@nau_ghz
1 tháng trước (đã chỉnh sửa)",hời ơi ver ai cũng hay cũng sáng hết lyrics ver lamoon với cả team được chau chuốt hay thực sự
"@user-me7ke5ps7m
2 tuần trước",ý là hay quá nên nghe hoài k ngán luôn chứ k phải vì v i e w nữa
"@PhuauThi-lj5nl
1 tháng trước",sao tuii thấy đoạn nào cũng hay ta ấn tượng nhất đoạn khôi vũ nghe bắt tai vãii nghe đi nghe lại từ yt tới tt tiếc cho anh ấy giỏi vậy mà nhung k sao nha h anh ấy được nhieu khán giả biết đến nhiều công nhận tài năng của ảnh cũng mừng chooo ảnh tui tức là h ảnh mới chịu tỏa sáng
"@thuythu6658
1 tháng trước",thích ver của jaysonlei quá sáng quá sáng luôn
"@DIDI-rz3kx
1 tháng trước",jeysonlei dễ thương quá hát giỏi nhảy giỏi cậu bé toàn năng
"@lanhuongtruong6562
1 tháng trước",mê jaysonlei với lamoon mason quá
"@tutanrabbit
1 tháng trước",bài hay tui thích nhất livestage 3 hay kinh khủng qua giờ nghe lúc nào cũng thấy rơm rớm nước mắt không hiểu sao
"@Diablo-er4ir
2 tuần trước (đã chỉnh sửa)",hiện đang là 1h17 khuya tui thực sự là cú đêm vừa học bài vừa nghe nhạc
"@_-NguyenLeThucTrinh
1 tháng trước",và em tin là sớm muộn thì khoi vu cũng sẽ toả sáng thật rực rỡ
"@AnDuong02
1 tháng trước",cư dân tự hào về khoi vu cảm ơn tất cả các thành viên nhâm phương nam mason nguyễn jaysonlei robber và khách mời lamoon vì một bài hát quá hay đi
"@Tieu26
1 tháng trước",cố lên mọi người ơi cmt dài vào tương tác um sùm lên chúng ta sắp cập bến 1m rồi các thuyền viên bắt đầu đi học đi làm về rùii
"@hello_YangJoosi
6 ngày trước",còn ai ở đây ko nhỉ đặt goal 10m trước day 2
"@anhaeri2133
1 tháng trước",bài này đỉnh thật sự á chòi oi phải viral aaaa
"@Tieu26
1 tháng trước",1h sáng chăm chỉ chèo thuyền lên quận kkkk yêu jaysonlei
"@panhthepa
1 tháng trước",thương khoi vu quá đi trời ơi chỉ muốn nói là khoi vu thật sự rất giỏi mong là anh sẽ tìm lại dc sự tự tin trong mình và nhận lại những thành quả xứng đáng với nỗ lực của anh
"@socuteA5K27
1 tháng trước",cổ đông tự hào về anh mason nguyễn
"@VyNguyen-u1x7e
1 ngày trước",còn 2 ngày rằng lên 10 thôi hôm nay chắc được 9 5 rồi
"@baongannguyen8266
1 tháng trước",3 12 đoạn lamoon thơ ơi là thơ đúng bản chất của dù bão giông thì vẫn luôn có nơi bình yên để quay về
"@dalgom6770
1 tháng trước",con mèo khoi vu và lamoon feat với nhau một bài được hông chời ơi khúc bè cho khôi vũ của lamoon nghe thần tiên kiểu gì á ver của hai bạn vibe cũng siêu hợp nhau luôn íiii
"@trandangduong311
1 tháng trước",lụy team này cực kỳ khoi vu và nhâm phương nam là 2 thành viên đã rời khỏi chuyến phiêu lưu đầy trắc trở chúc 2 anh thành công trên con đường riêng của mình mãi support sớm muộn thì
"@ttwuei.i
1 tháng trước",hustlang robber dẫn dắt team rất tốt ai cũng có spotlight sáng jaysonlei năng lượng trẻ quá đỉnh bridge hay dễ sợ qua giờ cứ baby hỏi khi nào về
"@nguyenminhngocHMU
1 tháng trước",hic các cư dân làng chài phải đi làm đi học sáng thứ 2 hết rồi hay sao ấy nghỉ giải lao vẫn tranh thủ lên thuyền cùng team smt nhé mọi người ơi
"@HùngĐức-c6n
1 tháng trước",mình đc một bạn cư dân đưa đến đây cũng không hay xem chương trình lắm vì tính chất công việc bài hát như một nguồn cảm hứng vậy ngày nào mình cũng nghe
"@AnggieNguyen
1 tháng trước",bài này mọi người làm tốt quá ai cũng làm tốt và có spotlight của mình thật sự xúc động từ câu đầu tiên của thuyền trưởng robber rồi đến giọng hát của khoi vu part rap của anh nhâm phương nam và melody cực kỳ dính của mason nguyễn jaysonlei trọn vẹn và quá đáng yêu lamoon mảnh ghép hoàn hảo của tiếng gọi của người thân nghe 1 lần là thấy dính rồi cảm ơn team đã làm 1 bài nhạc hay như vậy
"@NguyễnHồng-o6v
1 tháng trước",bài này phải hit đội trưởng robber jaysonlei khoi vu mason nguyễn nhâm phương nam và khách mời lamoon thực sự thể hiện rất tốt lun ấy t o p 1 lòng t ở live3
"@_dn.nqyn_07
1 tháng trước",trời ơi tôi iu cái đội này quáaaa huhu khôi vũ jaysonlei hustlang robber nhâm phương nam mason nguyễn lamoon ơiiii
"@UyênMai-u8h
1 tháng trước",sớm muộn thì hustlang robber nhâm phương nam mason nguyễn khoi vu jaysonlei lamoon quá đỉnh cắt đoạn nào ra cũng hay á
"@VyNguyen-u1x7e
2 ngày trước",mọi người giỏi quá
"@MinhPhương-b3f
1 tháng trước",team robber tưởng 100k nhạc lộn xộn hoá ra cook quả nhạc 100đ ver mason nguyễn khôi vũ jaysonlei nhâm phương nam và robber đều hay luôn á xứng đáng best hit
"@qknguyen4016
1 tháng trước",con tướng này quá khủng khiếp thuyền trưởng hustlang robber mason nguyễn jaysonlei khôi vũ nhâm phương nam lamoon sớm muộn thì mãi đỉnh
"@huyngo6772
1 ngày trước",lên nào cả nhà ơi
"@arsoluveniebae7362
1 tháng trước",sao lamoon xinh quá vậy tròiiii đoạn của bả cũng hay nữaaa cái voice của bả nó thiên thần j đâu á lyrics cũng rất ý nghĩa nữa mê quá điii
"@NattawatOlwen
1 tháng trước",mason nguyễn chồng tui ver hay xuất xắc khoi vu ver mê nhất bài nhâm phương nam giọng trầm là thần luôn ạ jaysonlei cute dễ huôn hát hay ác lamoon đẹp gái tuyệt dịu giọng thì khỏi phải bàn luôn hustlang robber đoạn đóng tune nổi da gà vì quá đỉnh nói chung team sớm muộn thì peak vi ci eo
"@ýnguyễn-p1c
1 ngày trước",tối nay lên 9 5m luôn
"@baoyenj
1 tháng trước",yêu mason nguyễn và cả team bài này e rất ấn tượng với anh khôi vũ và anh nhâm phương nam hai anh đã làm rất tốtttttt
"@Jimoluren
1 tháng trước (đã chỉnh sửa)",3 00 mê nhất cái đoạn có phần bè chung của lamoon với khôi vũ nó cuốn quá
"@VyNguyen-u1x7e
2 ngày trước",cứ tiếp tục phát huy 10tchuyen nhỏ
