name,comment
"@NhaPilPo
1 tháng trước","Thực sự ver của Khoi Vu rất hay, anh thật sự rất giỏi và cần được nhiều người biết đến hơn, vẫn sẽ luôn theo dõi hành trình của anh, và mong rằng bài hát “ Sớm muộn thì” sẽ được nhiều người yêu thích"
"@TheErasTour2
1 tháng trước",0:15 giọng Khoi Vu ngọt quá trời
"@ninniniel
1 tháng trước",Lamoon ko làm chúng ta thất vọng. Shout out to gv Ngữ văn Lamoon
"@TrâmThùy-n1f
3 ngày trước",Còn 6 ngày nữa là 2 tháng r mn cố gắng lên 10m nha
"@DIDI-rz3kx
1 tháng trước","Khôi Vũ ơi, tự tin hơn nữa nhé. Cậu quá giỏi, luôn nỗ lực, cậu chỉ cần tin vào bản thân mình hơn nữa, mình tin chắc cậu sẽ thành công rất lớn một ngày không xa. Ngưỡng mộ và yêu thương cậu rất nhiều."
"@nhuy6350
1 tháng trước","Bài này đỉnh nhất live 3. Thích nhất đoạn của Khôi Vũ cất giọng sau khi Robber tự sự, ôi trời cái melody quỷ quái gì đây hả Vũ??? làm em phải replay chục lần rồi đây nàyy. Tôi yêu Khôi Vũ, tôi yêu Sớm Muộn Thì!!!"
"@Azxybcd
1 tháng trước","Mục tiêu cho ngày mai là 1Tr2 nha các thuyền viên, chúng ta giữ vững tinh thần 200k / ngày nhaa"
"@hello_YangJoosi
2 ngày trước",40k nữa thôi là lên 9m3 rùi
"@taanstaifx
1 tháng trước","bế ngay em Mason Nguyễn lên Q1. Khen Mason Nguyễn là hoàn toàn xứng đáng! Mỗi sản phẩm, mỗi dự án của Mason đều thể hiện rõ sự chuyên nghiệp, sáng tạo và tinh tế. Người có năng lực thật sự thì chỉ cần nhìn qua kết quả là biết Mason chính là minh chứng cho điều đó. Yêu team 100k lộn xộn SỚM MUỘN THÌ <3"
"@LinhPhạm-y3b6d
1 tháng trước","thích line rap của Mason Nguyễn quá, đóng tune mãi đỉnhhhh"
"@Yunyun-y5t
1 tháng trước",Ko nhg nhạc cảm động mà tình cảm ae giữa team này còn khiến khán giả thương hơn á
"@jessivn156
3 ngày trước","tuần tới 10M luôn nhé cả nhà ơi, cố lên nè"
"@ChiNguyen-jc5tl
1 tháng trước","Có thể là hay nhất ls này luôn, đỉnh cao vkl Robber ơi"
"@NganNguyen-tz1uy
1 tháng trước",Hóng màn collab tương lai giữa Khôi Vũ và Lamoon. Giọng 2 bạn này hợp nha
"@queeniu4511
1 tháng trước","vòng này ai cx sáng chói luôn, kHOI VU với Lamoon đỉnh thiệt"
"@UyênNhiNguyễn-n7p
2 ngày trước",Tung đồng xu đc 9 triệu view ròi nhanh qué
"@NhiĐoàn-s6j
1 tháng trước","Khoi Vu xứng đáng được biết nhiều hơnn, đưa bài này lên quận 1 mn ơi!!"
"@joleyonherway
1 tháng trước","Phải thật sự công nhận lần này team Robber làm ngoài sức tưởng tượng luôn. Từ một đội tìm đến nhau vì duyên số, mang cái mác là “những người dạt” để trở thành team DẠT RA CHO TỤI ANH CHÁY ️‍ Trân trọng stage cuối cùng của Anh Năm và Khoi Vu"
"@ThaoThao-b3w
1 tháng trước","Bài này ra đúng thời điểm có nhiều sự kiện liên quan, nghe rất ý nghĩa luôn ý Mason Nguyễn, Khôi Vũ"
"@tuanle-hm4hw
14 giờ trước",10 triệu đi cả nhà owiiiiiii
"@hanhhieulienle870
1 tháng trước","Thích bài này lắm luôn, team thuyền trưởng Hustlang Robber mãi đỉnh, yêu Khoi Vu, Nhâm Phương Nam, MASON NGUYỄN, Jaysonlei, bé đẹp Lamoon"
"@UyênNhi-r7g
1 tháng trước","Thích nhất là đoạn của Khôi Vũ, siêu hay lun"
"@nguyenthianhthu2395
1 tháng trước (đã chỉnh sửa)","Đội trưởng Robber tuyệt vời lắm luôn, các thành viên Khoi Vu, Mason Nguyễn, Nhâm Phương Nam, Jaysonlei và bé khách mời Lamoon đều rất giỏi, mọi người like chia sẻ nhó, yêu Team lộn xộn này lắm"
"@567edcvf
13 giờ trước","Sớm lên 9.6 nào ,cố lên moi người ơi"
"@ngoctramhuynh6380
1 tháng trước","0:45 âm nhạc của Khoi Vu như con đường dẫn dắt ta đến thiên đàng vậy, nghe êm thật sự"
"@qknguyen4016
1 tháng trước",800K rồi mục tiêu ngay mai 1M cố lênnnn mn
"@TLINHG2
1 tháng trước","Respect đội trưởng Hustlang Robber vô cùng, đội trưởng đã làm rất tốt rồi. Chúc Sớm Muộn Thì cập bến trending thành công nhée"
"@krs-z2m
1 ngày trước",mặc cho đời nhấn chìm/tình yêu này ngoi lên/như vì sao băng trong đêm!
"@alyss3682
1 tháng trước","SIÊU tự hào về team Sớm Muộn Thì và Mason Nguyễn luôn, mê verse của Khôi Vũ, mở đầu quá đỉnh xong lúc sau lại thêm verse của Mason Nguyễn cũng hay điên lên"
"@_dn.nqyn_07
1 tháng trước","Em yêu Khôi Vũ, Jaysonlei, Hustlang Robber, Nhâm Phương Nam, Mason Nguyễn, Lamoon lắm íiiii"
"@sunvma
1 tháng trước","KHOI VU mở hay quáaaa đi, tôi yêu thanh âm da diết, bay bổng của con mèo này lắm. Ảnh là thần!!"
"@567edcvf
2 ngày trước",Hôm nay chắc 9.4
"@khanhh134
1 tháng trước","Khoi Vu không làm khán giả thất vọng bao giờ, luôn làm tốt hơn vòng trước ngàn lần, giỏi lắm Khoi Vu oiiii"
"@ntp4003
1 tháng trước","nhắm mắt lại nghe bài này có thể tưởng tượng ra cả 1 bộ phim luôn, nó điện ảnh dã man"
"@HuongNguyen-rv2vn
1 tháng trước","Team Hermosa và Sớm muộn thì đỉnh vãi . Ai cũng sáng trên sân khấu , mà nghe 1 lần dính luôn . Cảm giác họ như 1 nhóm nhạc , chứ không phải phần thi nữa"
"@hanzynziee
4 ngày trước","SAU BÀI NÀY HAY DỮ ZAYYYY, Hay tất cả các verse luôn ă"
"@TuấnMinhHoàng-x7i
1 tháng trước","Tôi đã phải hú hét vì team HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon quá nhiều lần trong ngày rồi"
"@HườngDương-p6s
1 tháng trước","Khi biết đến Khoi Vu cũng là lúc ảnh phải rời đi. Nhưng mà không sao, đã có rất nhiều người biết đến anh rùi. SỚM MUỘN THÌ lên TOP 1 luôn nhá"
"@melodydyyy
1 tháng trước",Hai bé đồng niên Jaysonlei - Lamoon với Mason Nguyễn đáng yêu quáaaa trời ơii
"@DIDI-rz3kx
3 ngày trước","Ngày nào cũng nghe đợi đến concert HN, hóng quá"
"@ngocnguyenvan5589
1 tháng trước",Yêu thương các a thì cày view mạnh dô m.n ơi
"@Tuyềnvj7
1 tháng trước","Bài hay nhất của ls3 trong lòng tui, mỗi người đều có spotlight riêng, thích ver của Mason Nguyễn nhất, cả team đều tuyệt vời lắm ạa"
"@tranvananh9295
1 tháng trước (đã chỉnh sửa)","Team này đỉnhhhh nhe. Nghe 1,2 lần đầu thì thấy catchy từ ""Anh em ơi"" của Robber, nhưng nghe lần thứ 3 là bắt đầu ghiền luôn. Shout out cho tất cả mọi người, đặc biệt Mason Nguyễn nhé. Bạn này nỗ lực và bứt phá qua từng livestage."
"@DuongDomicmaidinh
3 ngày trước",Ráng cày cuối tuần lên 10M nhé mn
"@nhatuyen5233
1 tháng trước",Jaysonlei bé Lamoon quá dễ thươnggggg luônnnnnn
"@Leduong-z
1 tháng trước","Đay rồi . Đây Chính là bài hát ấn tượng nhất trg lvestage 3 đủ wao luôn, đỉnh quá team ah Robber ơiii"
"@Azxybcd
1 tháng trước","Nhạc đã hay còn đầu tư sân khấu nữa, mẹ keep thuyền trưởng Robber, làm đội trưởng đỉnh vi ci eo"
"@VyNguyen-u1x7e
3 ngày trước",Sẽ chờ đến khi 10t thì cứ ta tà rong chơi đến tết ta về nhà ăn tết nha
"@uyenuyen739
1 tháng trước","Cái bài nó hay, bắt tai tới nỗi không có ai là pick của t trong đây mà t phải cmt khen từ tập chính sang tới bên đây. Lần đầu làm đội trưởng của Hustlang Robber thành công quá luôn. Chúc mừng team Sớm Muộn Thì nhennnn."
"@xiaobing005
1 tháng trước","Mình thích bài này nhất livestage, đặc biệt là ver của Khôi Vũ. Thật sự rất tiếc khi người tài năng như Vũ lại bị loại sớm như vậy"
"@taanstaifx
1 tháng trước",Giọng Mason Nguyễn đúng đỉnh của chóp hát ngọt mà rap thì cực cháy luôn a
"@567edcvf
2 ngày trước",Rang len tới luôn thuyen truong ới
"@MyTrúcNetJames
1 tháng trước",Thương Khoi Vu quá đáng ra chtrinh nên cho vote tổng từ phim trường và vieon thì các anh trai mới sẽ có cơ hội được tỏa sáng hơn
"@nghi-a.r.m.y557
1 tháng trước (đã chỉnh sửa)","Đội trưởng HUSTLANG Robber siêu đỉnh, không nghĩ sẽ có một bài cháy như vậy khi team đến với nhau một cách đặc biệt vậy luôn. Chúc mừng thành công của Sớm Muộn Thì"
"@huyenkieu4765
1 tháng trước","Chúc mừng Mason Nguyễn và cả team đã có một chuyến ra khơi đầy mãn nhãn, tự hào về mọi người nhiều lắm"
"@HueNguyen-ij3om
16 giờ trước",quá trời rồi team Lộn Xộn oiiii
"@kimanhnguyen782
1 tháng trước",Khoi Vu hát hay vãi có thể đoạn đó là thánh ca của mùa này
"@thuha_masemase
1 tháng trước","Họ là mảnh ghép hoàn hảo của nhau, bài hát hay quá, mason nguyễn rất giỏi rất tự hào ạ"
"@nghi369
1 tháng trước (đã chỉnh sửa)","3:19 cái gì đây lamoon ơiiiiiiiiii, hay vỡiiiiiiiiii"
"@VyNguyen-u1x7e
13 giờ trước",Sắp đặt mục tiêu rồi lên nào
"@user-me7ke5ps7m
1 tháng trước (đã chỉnh sửa)",mn khen nhiều rồi nhưng mà ráng c à y nhạc ráng đẩy trend cho bài này lên t o p với ạ vì nó xứng đáng vô cùng ạ
"@ngoctramhuynh6380
1 tháng trước","KHOI VU, Nhâm Phương Nam, Mason Nguyễn, Robber, Jaysonlei và mảnh ghép hoàn hảo Lamoon, dù lúc pick đội không suông sẻ nhưng họ lại là những thuyền viên tuyệt vời cho con thuyền Sớm Muộn Thì"
"@elianacarter1105
1 tháng trước","Không còn từ gì để diễn tả độ hay này. Tự hào vì ngay ban đầu form team đã yêu quý và đặt niềm tin vào 100k lộn xộn này. Xúc động qua từng câu hát câu rap, ai cũng toả sáng luôn"
"@huyngo6772
21 giờ trước",Lên nàooooo
"@ThanhUri213
1 tháng trước",Đoạn đầu của Khoi Vu hay quá trời quá đất ấy
"@tramanhnguyen1257
1 tháng trước",Ko fan ai nhưng tui thích đoạn Khoi Vu hay vãiii
"@brownie_1205
1 tháng trước","Sẵn sàng mang ""Sớm Muộn Thì"" lên quận 1 rồi ạaaa Mason Nguyễn đỉnh quáaaa"
"@AnhMinh-q1f
15 giờ trước","Luỵ team này quá, ngày nào cũng phải nghe lại bài này, hẹn anh em Sớm muộn thì ở Hà Nội tháng 3 tới nhaaaaaaaa"
"@naikwon7636
1 tháng trước","Nghe tin buồn hôm nay xong, vừa coi stage này vừa khóc á, thương em lắm Khôi Vũ ơi"
"@lipphee
1 tháng trước","KHU Ổ CHUỘT, mê bài này quá vừa hay vừa năng lượng và ai cx giỏi ht Khôi Vũ, Hustlang Robber, Nhâm Phương Nam, Mason Nguyễn, Lamoon và cuối cùng Jaysonlei chuột đầu đàn của chúng tooiiii"
"@YenHoang-cj7du
1 tháng trước","Lúc đầu còn lo cho team này, nhưng thật sự khi nghe được bài này thì phải wao thực sự, mn đã cook ra được 1 bài rất đỉnh. YÊU TEAM ""SỚM MUỘN THÌ""!!"
"@VyNguyen-lu6fd
20 giờ trước",lên lên
"@uyênhồ-j9w
1 tháng trước",3:53 hay ácccccccc mê Jaysonlei quá cưng ổng qua bây oiiii ng gì đâu mà cuteee vữ vị khonggg biett
"@Nhạchayboivaoday
1 tháng trước (đã chỉnh sửa)","ui thể luôn bài này truyền động lực thật sự, mỗi khi thấy lạc lõng bật bài này lên là như được buff 100% sức mạnh. Bật khi ôn thi như được nạp thêm năng lượng. Team Robber cook bài này quá hay"
"@diidii7260
1 tháng trước",Nó peak mà nó tuổi trẻ mà nó hoài bão mà nó... lói chung là hay điên
"@huyngo6772
1 ngày trước",Lên 10m nào cả nhà
"@phuonganh1322
1 tháng trước","giỏi quá chòii, lên 1M view lên quận 1 để mí thuyền viên được đi Vũng Tàu cùng thuyền trưởng nhóo!!! Mason Nguyễn"
"@ely-t9e
1 tháng trước","Mason Nguyễn và team quá giỏi, lyrics sạch tới mức tách từng đoạn riêng ra đoạn nào cũng ý nghĩa, mem nào cũng toả sángg, respect!!"
"@LoveBrotherhood
1 tháng trước (đã chỉnh sửa)","Anh Hai Robber thật sự đã làm rất tốt nhiệm vụ của một thuyền trưởng, Jaysonlei, Khoi Vu, Nhâm Phương Nam, Mason Nguyễn và cả cô bé Lamoon, tất cả đều đã làm rất tốt rồi, Sớm Muộn Thì quá đỉnh"
"@lytruc3388
2 tuần trước",Con mã này quá mạnh các thuyền viên đỉnhhh
"@hoangtho8438
1 tháng trước","Vô tình nghe được đoạn Khôi Vũ hát trên Threads, nghe dính quá Cánh của này khép lại sẽ có cánh cửa khác mở ra, chúc Khôi Vũ thành công rực rỡ hơn nữa xứng đáng với tài năng của anh 🫶"
"@ngavuong1272
1 tháng trước",Team này đỉnh lắm ý. Ai cũng có spotlight hết. Ver ai nghe cũng hay đặc biệt là Khôi Vũ và Nhâm Phương Nam làm mình siêu ấn tượngg. Lại đúng nhân vật mình thích trong OP nữa kkk
"@Toffee-v2x
1 tháng trước","Khoi Vu đỉnh quá line hát siêu sáng, màu giọng đẹp khủng khiếp"
"@TrâmThùy-n1f
15 giờ trước",Lên nữa mn ơi
"@QuangViet203
3 ngày trước",Ai đag xem điểm danh
"@ýnguyễn-p1c
2 tuần trước",Các thuyền viên đưa sớm muộn thì đi bão
"@duyenls
3 tuần trước",tôi sẽ ở đây đến khi Sớm muộn thì tròn 10M rồi tôi tính tiếp keke
"@jessivn156
2 tuần trước",10M thẳng tiến để thuyền trưởng Robber dẫn các thuyền viên đi đây đi đó nào mọi người kkk
"@user-me7ke5ps7m
9 ngày trước",Nay vừa dc em Sớm dặm bùa ở concert quá đã. Về phải nghe lại liền hehe
"@duyenls
2 tuần trước",Em nó nhận giải Best Hit xong viu nhảy như lên đồng ấy nhỉ :))) Tối nay 7M luôn thôiii
"@ann_ssu
1 tháng trước",Ngày nào cũng phải vào nghe … quá đỉnh rồi Mason Nguyễn Jaysonleiii
"@thythyaudio-jam
2 tuần trước",Còn 15n nữa cố lên mn ơi lên trong đêm nay
"@BlueMoon8783
1 tháng trước","Jaysonlei có chất giọng và vibe quá là fresh, quá là cool!!!"
"@AnDuong02
1 tháng trước",Ồn ào đưa con thuyền này lên quận một thôi mn ơi
"@BăngTriệu-u1j
5 ngày trước",Ước gì hôm nay lên 9m mở đầu năm mới mà khó quá
"@LeeLynhh.duchem
1 tháng trước",""" Sớm muộn thì "" là bài mà mình đã mong chờ nhất bởi vì Khoi Vu của mình và thực sự chàng trai ấy và team của bạn đã làm cho mình bất ngờ lắm. Bài thật sự siêu hay luôn á !"
"@1OBEY-P
10 ngày trước","em hỏi :""khi nào trúng đề"" anh tung ngay đồng xuuuuuu"
"@HoàngNguyễnkim-w3b
1 tháng trước",Bài này đúng kiểu sau cơn mưa trời lại sáng . Chúc các ngư dân luôn bình an trở về . Mason Nguyễn
"@linhphuong3367
1 tháng trước","tự hào về Mason Nguyễn lắm luôn á, vừa hát vừa rap, mê lớm lớmmmm"
"@fairyyy668
1 tháng trước","muốn nghe bài này ở concert, muốn thấy Jaysonlei mặc bộ đồ đó, thấy cưng quá"
"@AnhTruong-lb7ux
1 tháng trước",Cả nhà đưa con chiến mã này lên Q1 thuii nào
"@lehoangngoclinh1992
1 tháng trước","Thật sự không uổng thgian cả 1 tháng trời hóng để được nghe lại bài này, kể từ những giai điệu đầu tiên nó đã chạm đến mình rồi, một bài hát hay và ý nghĩa, thuyền trưởng và các thuyền viên làm tốt lắm, proud of you guys so muchhh"
"@VyNguyen-u1x7e
2 ngày trước",Tiền đến 9.4 nao
"@ThúyBìnhHoàng
1 tháng trước",Bài dính nhất ls lần này với mình. Ver mỗi người một màu sắc riêng nhưng tổng thể lại rất hợp. Hóng con mã này ở concert
"@BảoHân-v2x
1 tháng trước",Cổ Đông tự hào về Mason Nguyễn nhất
"@cbog_ic
1 tháng trước","Ver Mason Nguyễn quá hayy, Cổ Đông vô cùm tự hào về anhhh"
"@nguyenminhngocHMU
1 tháng trước","Cả nhà ơi, chạy nhanh như ""hắc mã băng qua núi non sơn hà"" để lên đỉnh tiếp theo 300 k nào."
"@dnminhha
1 tháng trước","ê khôi vũ đỉnh z mà loại, tiêc vô cùng !!"
"@nau_ghz
1 tháng trước (đã chỉnh sửa)","hời ơi ver ai cũng hay cũng sáng hết, lyrics ver Lamoon với cả team được chau chuốt hay thực sự"
"@user-me7ke5ps7m
2 tuần trước",Ý là hay quá nên nghe hoài k ngán luôn chứ k phải vì v i e w nữa =))
"@PhuauThi-lj5nl
1 tháng trước",sao tuii thấy đoạn nào cũng hay ta ấn tượng nhất đoạn khôi vũ nghe bắt tai vãii nghe đi nghe lại từ yt tới tt tiếc cho anh ấy giỏi vậy mà nhung k sao nha h anh ấy được nhieu khán giả biết đến nhiều công nhận tài năng của ảnh cũng mừng chooo ảnh tui tức là h ảnh mới chịu tỏa sáng
"@thuythu6658
1 tháng trước","Thích ver của Jaysonlei quá, sáng quá sáng luôn"
"@DIDI-rz3kx
1 tháng trước","Jeysonlei dễ thương quá, hát giỏi, nhảy giỏi, cậu bé toàn năng."
"@lanhuongtruong6562
1 tháng trước","Mê Jaysonlei với Lamoon , Mason quá"
"@tutanrabbit
1 tháng trước",bài hay tui thích nhất livestage 3. hay kinh khủng. qua giờ nghe lúc nào cũng thấy rơm rớm nước mắt không hiểu sao
"@Diablo-er4ir
2 tuần trước (đã chỉnh sửa)","Hiện đang là 1h17 khuya, tui thực sự là cú đêm, vừa học bài vừa nghe nhạc."
"@_-NguyenLeThucTrinh
1 tháng trước",Và em tin là Sớm Muộn Thì Khoi Vu cũng sẽ toả sáng thật rực rỡ
"@AnDuong02
1 tháng trước","Cư Dân tự hào về Khoi Vu ! Cảm ơn tất cả các thành viên Nhâm Phương Nam, Mason Nguyễn, Jaysonlei, Robber và khách mời Lamoon vì một bài hát quá hay đi"
"@Tieu26
1 tháng trước","Cố lên mọi người ơi cmt dài vào tương tác um sùm lên chúng ta sắp cập bến 1M rồi, các thuyền viên bắt đầu đi học đi làm về rùii"
"@hello_YangJoosi
6 ngày trước","còn ai ở đây ko nhỉ, đặt goal 10m trước day 2 =)"
"@anhaeri2133
1 tháng trước","Bài này đỉnh thật sự á chòi oi, phải viral aaaa"
"@Tieu26
1 tháng trước",1h sáng chăm chỉ chèo thuyền lên quận kkkk yêu Jaysonlei
"@panhthepa
1 tháng trước","thương KHOI VU quá đi trời ơi, chỉ muốn nói là KHOI VU thật sự rất giỏi, mong là anh sẽ tìm lại dc sự tự tin trong mình và nhận lại những thành quả xứng đáng với nỗ lực của anh"
"@socuteA5K27
1 tháng trước",Cổ đông tự hào về anh - Mason Nguyễn
"@VyNguyen-u1x7e
1 ngày trước","Còn 2 ngày rằng lên 10 thôi ,hôm nay chắc được 9.5 rồi"
"@baongannguyen8266
1 tháng trước",3:12 đoạn lamoon thơ ơi là thơ đúng bản chất của dù bão giông thì vẫn luôn có nơi bình yên để quay về
"@dalgom6770
1 tháng trước",con mèo KHOi VU và LAMOON feat với nhau một bài được hông chời ơi. Khúc bè cho Khôi Vũ của Lamoon nghe thần tiên kiểu gì á. Ver của hai bạn vibe cũng siêu hợp nhau luôn íiii
"@trandangduong311
1 tháng trước",Lụy team này cực kỳ KHOI VU và Nhâm Phương Nam là 2 thành viên đã rời khỏi chuyến phiêu lưu đầy trắc trở Chúc 2 anh thành công trên con đường riêng của mình Mãi support SỚM MUỘN THÌ
"@ttwuei.i
1 tháng trước","Hustlang Robber dẫn dắt team rất tốt, ai cũng có spotlight sáng. Jaysonlei năng lượng trẻ quá đỉnh, bridge hay dễ sợ, qua giờ cứ ""Baby hỏi khi nào về."""
"@nguyenminhngocHMU
1 tháng trước","Hic, các cư dân làng chài phải đi làm, đi học sáng thứ 2 hết rồi hay sao ấy. Nghỉ giải lao vẫn tranh thủ lên thuyền cùng team SMT nhé mọi người ơi."
"@HùngĐức-c6n
1 tháng trước","Mình đc một bạn cư dân đưa đến đây, cũng không hay xem chương trình lắm vì tính chất công việc, bài hát như một nguồn cảm hứng vậy, ngày nào mình cũng nghe"
"@AnggieNguyen
1 tháng trước","Bài này mọi người làm tốt quá, ai cũng làm tốt và có spotlight của mình, thật sự xúc động từ câu đầu tiên của thuyền trưởng Robber rồi đến giọng hát của Khoi Vu, part rap của anh Nhâm Phương Nam và melody cực kỳ dính của Mason Nguyễn, Jaysonlei trọn vẹn và quá đáng yêu, Lamoon mảnh ghép hoàn hảo của tiếng gọi của người thân. Nghe 1 lần là thấy dính rồi, cảm ơn team đã làm 1 bài nhạc hay như vậy."
