name,comment
"@NguyễnHồng-o6v
1 tháng trước","Bài này phải hit!!! Đội trưởng Robber, Jaysonlei, Khoi Vu, Mason Nguyễn, Nhâm Phương Nam và khách mời Lamoon thực sự thể hiện rất tốt lun ấy. T.o.p.1 lòng t ở live3."
"@_dn.nqyn_07
1 tháng trước","Trời ơi tôi iu cái đội này quáaaa huhu Khôi Vũ, Jaysonlei, Hustlang Robber, Nhâm Phương Nam, Mason Nguyễn, Lamoon ơiiii><"
"@UyênMai-u8h
1 tháng trước","SỚM MUỘN THÌ - HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon quá đỉnh, cắt đoạn nào ra cũng hay á"
"@VyNguyen-u1x7e
2 ngày trước","Mọi người giỏi quá ,"
"@MinhPhương-b3f
1 tháng trước","Team Robber tưởng 100k nhạc lộn xộn hoá ra cook quả nhạc 100đ, ver Mason Nguyễn, Khôi Vũ, Jaysonlei, Nhâm Phương Nam và Robber đều hay luôn á. Xứng đáng best hit"
"@qknguyen4016
1 tháng trước","Con tướng này quá khủng khiếp. Thuyền trưởng Hustlang Robber, Mason Nguyễn, Jaysonlei, Khôi Vũ, Nhâm Phương Nam, Lamoon SỚM MUỘN THÌ mãi đỉnh"
"@huyngo6772
1 ngày trước",Lên nào cả nhà ơi
"@arsoluveniebae7362
1 tháng trước","sao LAMOON xinh quá vậy tròiiii, đoạn của bả cũng hay nữaaa, cái voice của bả nó thiên thần j đâu á, lyrics cũng rất ý nghĩa nữa, mê quá điii"
"@NattawatOlwen
1 tháng trước","Mason Nguyễn chồng tui ver hay xuất xắc, KHOI VU ver mê nhất bài , Nhâm Phương Nam giọng trầm là thần luôn ạ, Jaysonlei cute dễ huôn hát hay ác, Lamoon đẹp gái tuyệt dịu giọng thì khỏi phải bàn luôn, HUSTLANG Robber đoạn đóng tune nổi da gà vì quá đỉnh :))))) nói chung team Sớm Muộn Thì peak vi ci eo!!!!"
"@ýnguyễn-p1c
1 ngày trước",tối nay lên 9.5M luôn
"@baoyenj
1 tháng trước","Yêu Mason Nguyễn và cả team. Bài này e rất ấn tượng với anh Khôi Vũ và anh Nhâm Phương Nam, hai anh đã làm rất tốtttttt"
"@Jimoluren
1 tháng trước (đã chỉnh sửa)","3:00 mê nhất cái đoạn có phần bè chung của LAMOON với Khôi Vũ ,nó cuốn quá"
"@VyNguyen-u1x7e
2 ngày trước",Cứ tiếp tục phát huy 10tchuyen nhỏ
"@kiutieee
1 tháng trước","LAMOON trong stage Sớm Muộn Thì bùng lổ visual!!! Vocal cũng siêu siêu match với bài, sự kết hợp của team 100k lộn xộn đỉnh quáa"
"@QuỳnhNhư-m2c4x
1 tháng trước","Lamoon xinh xỉu, giọng lại còn mê nữa – combo khiến trái tim không kịp phòng thủ"
"@auphung1343
1 tháng trước","Mason Nguyen hát hay! Khoi Vũ giọng nhiều cảm xúc, vẻ đẹp phóng khoáng! Đề tài gợi Đêm Đại Dương giàu tiếng sóng yêu thương"
"@ThưAnh-m1g
1 tháng trước","Jaysonlei quá giỏi, cả team quâ giỏiii"
"@greatentertainment9265
1 tháng trước","Chúc mừng cả team, chúc mừng Sớm muộn thì, chúc mừng Khoi Vu. Mọi người đã quá giỏi rồi!"
"@nghiahiep456
3 ngày trước","Hôm nay lên 9.2M nào mn, cố lên."
"@phghaaa
1 tháng trước",Đoạn Khôi Vũ peak vi xi eooo
"@NguyenTran-is9qe
1 tháng trước","Bài hát hay do những người yêu nhạc, những người cùng đam mê, nghe đã tai lém, nghe nó tình gì đâu luôn"
"@yohoppi
1 tháng trước",Nghe từ hôm qua đến giờ không bik chán là gì luôn. Team 100k lộn xộn này giỏi quá chòi!!!! Mason Nguyễn
"@MaiKhanhDoãn-z8d
1 tháng trước","team này hát hay quá, shout out to Robber, Nhâm Phương Nam, Mason Nguyễn, Khoi Vu, Jaysonlei, Lamoon"
"@phamanh644
1 tháng trước",Tự hào về Khoi Vu vô cùng ạaaaaaa
"@ngocvotranhong2568
1 tháng trước",Jaysonlei xây cầu đỉnh quá
"@user-me7ke5ps7m
2 tuần trước",giờ này đúng 1 tuần sau là được nghe Sớm ở concert rồiiiiii có ai hóng như mình hong
"@thaoluu7439
1 tháng trước",Bài này hay và có ý nghĩa mình thích nhất ở LS này sau đó là bài Make up.Câu từ vừa có ý nghĩa và cảm xúc chia line hát cho các thành viên điều ai cũng có thể phát huy.Chúc mừng team .
"@nguoitacothuongminhau4787
1 tháng trước",Đoạn hát tiếng anh của Lamoon cuốn vi ci eo
"@ChiNgô-n8p
1 tháng trước","Khôi Vũ,thât sư đến giờ vẫn tiếc cho e,vòng này e nỗ lưc và quá xuất sắc,chỉ hi vong e có thêm cơ hôi để thành công,mong đươc nhìn viên ngoc này tỏa sáng đúng nghĩa"
"@Thuyandoan-t8p
1 tháng trước","Mason Nguyễn ơi giỏi quá, Cổ Đông tự hào về anh"
"@hlnhyk.
1 tháng trước","Khoi Vu, Khoi Vu, Khoi Vu, Khoi Vu, Khoi Vu Em iu anh, em iu cả team One Piece nàyyyyy Khoi Vu giỏi lắm rồiiiii, SỚM MUỘN THÌ phải lên quận 1 nhéeee"
"@Trang-n2f
8 ngày trước",fanchart concert hôm qua to quá T^T BEST HIT của chúng ta thắng đậm r mn ơi
"@TrâmThùy-n1f
2 tuần trước","Mục tiêu 8m+ trước concert, 10m trong 2 tháng"
"@VyNguyen-u1x7e
5 ngày trước","Sớm cập bến đón năm mới thôi rồi khởi đầu hành trình mới nào thuyền viên ơi,"
"@HoangQuyenLe-uu9pv
1 tháng trước",Đoạn Lamoon hay quá. Yêu team 100k lộn xộn
"@minhquynh9488
1 tháng trước","Lên 500k đi nàooo, muốn nghe Lamoon bè mỏi miệng"
"@Alice-gp8zl
1 tháng trước",bài này xứng đáng viral khắp toàn cỏi mạnggg
"@phuongnguyen-m2t6l
3 tuần trước",Sao mình lại bỏ lỡ bài này nhỉ. Nhờ chung kết mới xem lại bài hát hay này.
"@Elly_0kie
1 tháng trước",Thuyền trưởng Robber làm siêu tốt luôn chỉ là thiếu chút may mắn hoiiii nha
"@SwkartAcacia
1 tháng trước","Chúc mừng Mason Nguyễn, chúc mừng sớm muộn thì"
"@jessivn156
2 tuần trước",Anh lao vào thẳng tâm bão để tâm hồn anh được hửng đông
"@thiphuongmai287
1 tháng trước","Có thể là bài hát tui sẽ nghe nhiều nhất 2025, nó hay, nó ý nghĩa, nó quá là đỉnh đi"
"@toanthien247
3 tuần trước",Quay lại khi nhận best hit mặc dù ngày nào cũm nghe kkkk
"@nltn24
1 tháng trước",Jaysonlei xây cầu đỉnh quá 🫰
"@MinhNguyen-l1o5h
2 tuần trước",Cố gắng để bài này trở thành hit lớn nhất của ATSH 2025 nha mọi người! Để anti fan không nói chương trình flop nữa
"@hamadaasahii-n2d
1 tháng trước","team 100k lộn xộn này quá giỏi. Bị dính ở đây không dứt được luôn, hãy cho mấy ảnh lên q1 nào!!!!!"
"@thuyhiez
3 tuần trước",cố chạy kịp kpi trước chung kết nàooo
"@nhivan5878
1 tháng trước",em tin sớm muộn gì Mason Nguyễn cũng sẽ tỏa sáng
"@VuLe-je2ey
3 tuần trước",Còn hơn 1 ngày nữa trước khi Sớm Muộn Thì trở thành Best Hit
"@soowoniee24
1 tháng trước","Khôi Vũ ơi, tự tin hơn nữa nhé. Cậu quá giỏi, luôn nỗ lực, cậu chỉ cần tin vào bản thân mình hơn nữa, mình tin chắc cậu sẽ thành công rất lớn một ngày không xa. Ngưỡng mộ và yêu thương cậu rất nhiều."
"@thaonguyen7307
1 tháng trước","Mason Nguyễn hát hay quá, đoạn đó sáng lắm luôn nha trời"
"@LanHươngVõ-s2p
1 tháng trước",Mọi người quá giỏi Mason Nguyễn hát quá đỉnhhhh
"@unbtan295
1 tháng trước",lúc xem trực tiếp là tui thik nhất Mason Nguyễn lun á
"@hello_YangJoosi
2 tuần trước",anh em ơi lên 8m trước concert nhéeeeeeeee
"@lyle-gq7hf
1 tháng trước",Khôi vũ tài năng lắm luôn
"@duyenls
2 tuần trước",ngày nào cũng phải nghe Sớm muộn thì ít nhất 10 lần
"@Mymummim_2001
1 tháng trước","Vâng lại thêm 1 bài hát vào trong list nhạc của tui. Không cần hầm hố, gai gốc hay nhồi nhét quá nhiều thứ, nó vẫn đầy đủ từ ý nghĩa đến độ catchy và màn trình diễn hút mắt. Mãi yêu cái team 100k lộn xộn này"
"@hanniecute1409
1 tháng trước","Bài hát rất Mason Nguyễn nha anh Mason Nguyễn, mãi ủng hộ anh Mason Nguyễn"
"@hchiine
1 tháng trước","Team Sớm Muộn Thì peak quá trời, một bài hát có giai điệu cuốn hút, chiều sâu, ủng hộ Hustlang Robber, Nhâm Phương Nam, KHOI VU, Mason Nguyễn, Jaysonlei và Lamoon rấc nhìuuuuuuuuuuuuuuuu"
"@brownie_1205
1 tháng trước",Chúc mừng Mason Nguyễn đã hoàn thành xuất sắc phần trình diễn của mình
"@MinhNguyen-l1o5h
2 tuần trước",Cố gắng để bài này nằm trong top lâu nhất nha mọi người!
"@MinhThùyĐỗThị-t5z
1 tháng trước","cả nhà cùng nhau bế Sớm Muộn Thì lên top, để nghe Mason Nguyễn diễn trên sân khấu nha"
"@justafantasy-901
1 tháng trước",Thích đoạn của Jaysonlei quá đi 3:47
"@AnhMinh-q1f
2 tuần trước","mỗi lần vào là thấy nhỏ Sớm chuẩn bị chạm một mốc mới, tăng siêu nhiều mỗi ngày, đỉnh quá trùi ui"
"@TuânNguyễnVăn-h6f
1 tháng trước",Cả nhà ơi c.à.y T.O.P 1 ạ
"@TheErasTour2
1 tháng trước","Muốn nghe Khoi Vu hát ""Và anh vẫn sẽ luôn yêu em, luôn thương em"" ở concert"
"@ThịnhGia-h7x
2 tuần trước",Mỗi ngày cứ like là cày tiếp lên 7 triệu lun
"@HàVyNguyễn-t1t
1 tháng trước",mê bài này ấn tượng đoạn Khôi Vũ
"@Lening_len09
1 tháng trước",Thích khúc lamoon quá điiii
"@DươngThùy-217
1 tháng trước","mê cả team Robber, nhất là Mason Nguyễn và Lamoon <33333"
"@dtnn1609
1 tháng trước",Mình yêu Lamoon mình yêu team 100k lộn xộn
"@PhươngTrần-l6e3g
3 tuần trước",bài gì mà ver của ai cũng hay và sáng hết z nè
"@huyngo6772
3 ngày trước",Lênnnn
"@Azxybcd
1 tháng trước","Còn 15p , gáng lên 1Tr nào các thuyền viênnnn , còn nước còn tát. Lên nàoooooooo"
"@QuangViet203
2 ngày trước",Từ 8h sáng đến 3h chiều là tổng tăng đc 47k viuuuu nha mn
"@22.phanthithungan81
1 tháng trước","Bên cạnh việc thích đoạn hát của Khoi Vu mình còn ấn tượng ấn tượng bởi đoạn rap của Mason Nguyễn nữa á, mấy live trước ảnh hổng để lại ấn tượng gì nhìu cho mình nma giờ nổi bật lắm luôn íiii"
"@567edcvf
2 ngày trước",Chẳng mong cầu gì chỉ cần view cứ đều như vậy là ok
"@arinavu8394
1 tháng trước","Bị nổi da gà với ver của Khôi Vũ luôn ấy ạ, quá giỏi quá tài năng, stage này presence quá đỉnh cao. Ver rap của Nhâm Phương Nam cũng quá hợp luôn ạ. Bài này quá peak thuyền trưởng Robber oyyy"
"@UyênNhung
1 ngày trước",10m đi nàooo
"@567edcvf
3 ngày trước",80like tới rồi cuối tuần 10t quá dễ với sớm
"@Lisa-fu6is
1 tháng trước","bài thích nhất từ đầu chương trình đến giờ đây rồiii, intro của Khôi Vũ hay quá nghe phát dính ngay á trời, khách mời Lamoon cũng làm quá tốt vai trò của mình luôn, line của ai cũng sáng hết. Bài này phải hit cho chúng tui!!!!"
"@tlyn.202
13 ngày trước","hay vcl, đỉnh quá thuyền trưởng ơi huhuhuhu"
"@HoàngNguyễnkim-w3b
1 tháng trước",Quá giỏi ai củng hay hết . Tự hào Mason Nguyễn
"@user-ch2un8by5h
1 tháng trước",Khôi Vũ là thần!!!!
"@nguyenminhngocHMU
1 tháng trước",21h phải lên 200k nhé mọi người ơiiiiiii
"@ThiTruc-yt4ix
1 tháng trước","Phải nói bài này quá hay ,ai cũng có điểm sáng riêng, top 1 lòng mình .Team HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon quá tuyệt"
"@JdjdjdkjdYehjue
1 tháng trước",Mùa 2 phát sống lúc đi học nên bằng ngày tăng ít . Chủ yếu buổi tối thôi . Mn cùng cố gắng bù lại nha
"@user-me7ke5ps7m
4 ngày trước","8.1 là tròn 2 tháng tuổi, mn ráng đẩy bé lên 10m nhaaa"
"@369ANATNhaKhoaKim
1 tháng trước",với toi nó hay nhất từ đầu chương trình tới giờ
"@yenphan8661
1 tháng trước","Bài hát hay nhất chương trinh mùa này t đã nghe, tuyệt vời từ giai điệu, ca từ và màu giọng đẹp của 6 anh em đã tạo ra"
"@lyphan6383
21 giờ trước",ver cuối của jaysonlei hay thí
"@armyjenlisoochae9147
1 tháng trước","Ghiền cái team này quá đi trời oii! Ban đầu là định support cho LAMOON thôi nhưng nhạc quá peak đi, dính ngay lần đầu mà còn siu ý nghĩa nữa!! từ giờ sẽ support cho cả team nhaaaa"
"@codongcuaai
1 tháng trước","SỚM MUỘN THÌ quá đỉnhhhhh. HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon ver của ai cũng hay hết luôn. Chúc mừng sếp Mason Nguyễn cùng team có 1 siêu phẩm ạaa."
"@phuongchi1904
1 tháng trước",Bài này phải HIT
"@chauchauindaeyo4612
1 tháng trước",Khôi Vũ giỏi lắm luôn bạn rất xứng đáng thành công nhiều hơn nữa nhe
"@26.thaivantan84
1 tháng trước",Nó vẫn là out trình :)) vẫn là bài hát thấy ấn tượng từ đầu đến giờ
"@512w_nalv
1 tháng trước","Khoi Vu bài này sáng trưng đỉnh điên ýy, thật sự rất giỏi luôn Vũ ạ. ước gì vẫn được xem anh trình diễn thêm nữa, anh đã làm rất tốt rồi, hóng những sản phẩm trong tương lai của anh, cư dân Berlin luôn support anh!!!"
"@urumi228
2 ngày trước",Giọng Khôi Vũ hay quá
"@aimaohipd4
1 tháng trước (đã chỉnh sửa)",Khôi vũ giỏi quá đẹp trai làm nhạc nghe cuốn và hay nữa
"@MyTruong-jh8nv
1 tháng trước","HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon mãi đỉnh"
"@Jessieng.uyen.3
1 tháng trước",Thương Khôi Vũ. Rất giỏi rất hiền và tử tế. Mong khán giả đón nhận Khôi Vũ nhiều hơn vì bạn đã mở lòng thành công rồi
"@nghiahiep456
1 ngày trước",Nay lên 9.5M luôn nha cả nhà.
"@phuongntb8985
1 tháng trước","Ê sao tui thấy view bị đứng v mấy bà huhu, cho em nó lên quận 1 trước t7 đi nàooo"
"@ĐỗUyên-g5p
1 tháng trước","siêu hay, hay vượt kì vọng luôn, ver của ai cũng sáng. Yêu team 100k lộn xộn với truyền trưởng HUSTLANG Robber, KHOI VU, Mason Nguyễn, Jaysonlei, Nhâm Phương Nam và Lamoon!!"
"@LynnKim-ntlq
1 tháng trước","Thuyền trưởng và các thuyền viên giỏi lắm. Chúc mừng team Sớm muộn thì... chúc mừng HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon"
"@ýnguyễn-p1c
7 ngày trước","giữ chặt bé ở LSX nha,cho thấy sức mạnh của best hit nào"
"@huyenngoc-qy6bx
1 tháng trước",các Cổ đông còn ở đây nghe Mason Nguyễn hát không ạa
"@ngmainee
1 tháng trước",Nhạc hay thế này thì phải Quận 1 thẳng tiến ngayyyy!!
"@vananh4086
1 tháng trước","Tôi yêu SỚM MUỘN THÌ, yêu thuyền trưởng HUSTLANG ROBBER, yêu các thuyền viên MASON NGUYỄN, KHOI VU, NHÂM PHƯƠNG NAM, JAYSONLEI, LAMOON"
"@hungchoia3143
9 ngày trước",Sắp lên concert r hóng quáaa
"@khanhh134
1 tháng trước","Sớm Muộn Thì virallll, bài quá hayy"
"@ThanhHoang-fe3om
1 tháng trước","Hay quá đi thôi Mason Nguyễn, HUSTLANG Robber, KHOI VU, Nhâm Phương Nam, Jaysonlei. Đỉnh quá đoàn mình ơi, nghe hoài không chán luôn"
"@bayleaves2771
1 tháng trước",Hay nhất live 3
"@thanhvylam4926
6 ngày trước",Team 100k lộn xộn xịn thật sự. Bài này vang lên ở concert một phát là mấy má hát theo muốn sập sàn.
"@ttwuei.i
1 tháng trước",nhạc gì tẩm đá tẩm ke hay vậy trờiii. Sớm muộn thì Hustlang Robber Jaysonlei Khôi Vũ Nhâm Phương Nam Mason Nguyễn Lamoon
"@vynguyen-im7hn
1 tháng trước","Tự hào về Hustlang Robber, Jaysonlei, Mason Nguyễn, Khôi Vũ, Nhâm Phương Nam, Lamoon"
"@ThanhLê-e7s
1 tháng trước",Lyrics cực kì ý nghĩa. Rất respect team của Hustlang Robber. Jaysonlei bài này cũng rất sáng. Mason Nguyễn
"@thienquanphanhoang841
1 tháng trước",bài Sớm Muộn Thì ai cũng tỏa sáng ... Khôi Vũ hát hay quá ... Nhâm Phương Nam rap hay Jaysonlei cũng sáng sân khấu ... Masoon tập này thấy bạn rap voi hat bức phá hơn các tập truóc nhiều . Lamoon giọng ngọt quá ... Roober thì khỏi phải nói đúng chất thuyền trưởng .
"@Starsus1
1 tháng trước (đã chỉnh sửa)","bài hát chia line rõ ràng, có cao trào, có trầm lắng, có vui nhộn và có được chất nhạc rất riêng của bài. các thành viên ai cũng toả sáng ở line của mình. mọi người kết hợp lại với nhau quá là mượt, xứng đáng top 1 trending. Shout out cho thuyền trường Robber và cả team vì những cố gắng của mn để cho ra tác phẩm có thể replay ngàn lần <3"
"@Tieu26
1 tháng trước",Hay quá 1M3 các thuyền viên tuyệt vờiiii
"@VyNguyen-u1x7e
3 ngày trước",Hôm nay lên 9.2 sẽ kịp cuối tuần lễn10
"@ltnhunng
1 tháng trước","Hay váiiiiiii, replay 100 lần rồi á tr team Sớm Muộn Thì peak vi ci eo, Robber, Jaysonlei, Nhâm Phương Nam, Mason Nguyen, Khoi Vu, Lamoon giỏi qá"
"@baovhan
1 tháng trước","bài này hợp gu tui nhất từ trc đến giờ luôn ýyyy,siêu thích concept này của team,cực kì thích ver Khoi Vu luôn ạ thích lắm ý,livestage này ảnh toả sàng mà bị loại siêu thương,anh Nam rap thì siêu đỉnh,siêu bất ngờ.3 con tướng Robber,Jaysonlei vs Mason thì không phải nói về độ đỉnh rồiii,yêu team Sớm Muộn Thì cực luônn"
"@harrytien222
1 tháng trước",bé Sớm vẫn là peak vi ci eo cho dù có ra nhiều nhạc hôm nay kkk
"@harrytien5169
1 tháng trước",Tôi thật sự muốn thấy team Sớm Muộn Thì trình diễn trên Sóng 2026 sắp tới nên ace phụ giúp đẩy thêm cho e nó lên lại T O P 1 nào
"@hientranthithu6880
1 tháng trước",Mason Nguyễn tôi tự hào về bạn
"@PhươngDương-r6k
1 tháng trước",5:10 khúc này nghe như nhạc anime opening ấy. Peak quá. Sớm muộn thì cũng top1 trending
"@567edcvf
8 ngày trước",Xong một buoc roi tien len mốc moi thôi
"@thuyhiez
4 tuần trước","hiện tại đang đứng top 4 bài hát nhiều view nhất mùa này rồi, cả nhà nhanh chóng bế ẻm lên 6tr view để lên top nhaaa"
"@iamives-s
1 tháng trước","Cùng đẩy con ngựa chiến này lên quận 1 nha mọi người ơi!! Lần đầu phải để lại cmt vì quá tiếc cho một bài hát hay cỡ này mà team Sớm muộn thì lại rụng mất 2 người, khán giả trường quay toàn nhìn mặt vote thôi nhưng khán giả từ xa sẽ chứng minh điều ngược lại! Ngai vàng phải thuộc về nhà vua"
"@thanhvylam4926
1 tháng trước",Cái bài nó cuốn cỡ này thì mọi người ủng hộ nhiều lên nhennnn. Dòm cái list mấy anh trai trong đây hông có thấy fan anh nào chuyên cày viu hết
"@mschoko7
5 ngày trước",Ráng lên 10m trong 2 tháng nha mn
"@Ngothuyquynhmai
3 tuần trước",Cái đoạn bridge hay nhất Anh Trai mùa 2 luôn á
"@thuho9184
3 tuần trước",3 tuần liên tiếp lọt vào t o p 10 làn sóng xanh
"@hello_YangJoosi
11 ngày trước",ui đạt mục tiêu sớm hẳn 2 ngày luôn kk
"@keosuadautay
1 tháng trước","Chúc mừng team Sớm muộn thì, một bài hát siêu hay và ý nghĩa, ấn tượng nhất đoạn của Khoi Vu và Nham Phuong Nam. Shout out cho thuyền trưởng Robber lái con thuyền này quá đỉnh r."
"@QuyenLe-si1jp
3 tuần trước",team này PEAK thật =)))
"@27.ĐỗChâuLinhPhượng
1 tháng trước","Sớm muộn thì mình cũng về bên nhau thôi, thông điệp của bài chạm lắm luôn. Mason Nguyễn thật sự đang thoát ra khỏi vùng an toàn của mình"
"@HuongPham-qj2ly
1 tháng trước",HAY NHẤT LS3 TEAM CHỌN CUỐI NHƯNG QUÁ BÙNG NỔ
"@phuccao4815
1 tháng trước",Lên top 1 thôi nào
"@ellisabn1716
1 tháng trước","Hay quá , Yêu bé Mason Nguyễn, Yêu bé Khoi Vu, Yêu Nhâm Phương Nam , Yêu Jaysonlei, Yêu HUSTLANG Robber, Yêu Lamoon. Sớm muộn thì cũng top 1 thôi."
"@Munny-k7e
6 ngày trước",1 tỷ 8 lượt xem đa nền tảngg️‍
"@NhuUyen-c9x
1 tháng trước","Team Sớm Muộn Thì peak quá trời, một bài hát có giai điệu cuốn hút, chiều sâu, ủng hộ Hustlang Robber, Nhâm Phương Nam, KHOI VU, Mason Nguyễn, Jaysonlei và Lamoon!!!"
"@HoàngNguyễnkim-w3b
1 tháng trước",Mason Nguyễn cổ đông giỏi
"@wtuyn8
1 tháng trước",ver Khôi Vũ hay quáaa
"@Nhung-3g
3 tuần trước",Cố nên nhà mình ơi 6M trước thềm ck nèee
"@DinBee
1 tháng trước",Mason Nguyễn với KhoiVu sáng sân khấu ghê
"@02m43s
1 tháng trước","Sớm Muộn Thì siu hayyyyy, nguyện seeding bài này cả đời huhuhu. Hustlang Robber lead team quá đỉnh, ver rap của Mason Nguyễn và cây cầu của Jaysonlei quá sáng quá hayyyyy, cả ver của khách mời lamooon cũng tuyệt vời không có chỗ chê. riêng Khoi Vu thì khỏi phải bàn, tốt từ viết đến hát và nhảy luôn, Nhâm Phương Nam rap giọng trầm cuốn điên. hơi tiếc cho Khoi Vu, Nhâm Phương Nam vừa mới nổi bật lên và thể hiện tài năng thì bị loại, hi vọng được theo dõi những sản phẩm tiếp theo của 2 bạn tôi yêu team Sớm Muộn Thì"
"@ThanhTuan-cz5lv
13 ngày trước",Sớm muộn thì lên T R E N I N G LUÔN
"@hchiine
1 tháng trước (đã chỉnh sửa)","số 1 lòng tui luôn á, nó ý nghĩa từ từng câu chữ, khi nghe câu chuyện và thông điệp muốn truyền tải qua bài hát này t muốn khóc lun Mỗi người đều có spotlight riêng, ai cũng sáng ai cũng hay cũng làm t bất ngờ. Lần đầu làm đội trưởng của anh thành công lắm Robber ơi, dù kết quả không như mong muốn nhưng với em, anh đã đưa các thuyền viên của mình ra khơi và trở về đất liền trong ánh hào quang ruifiii, team Sớm muộn thì quá peak, mãi iu khu tự trị nhà bè"
"@trkhm_
1 tháng trước","thích thông điệp của bài quá, from zero to hero. team Sớm muộn thì quá giỏi, HUSTLANG ROBBER, Nhâm Phương Nam, Khoi Vu, Mason Nguyễn, Jaysonlei, Lamoon ai cũng toả sáng"
"@kayalvin2645
1 tháng trước","Bài hát không chỉ hay, mà còn khiến mình bắt đầu ấn tượng và phải quan tâm nhiều hơn đến Khôi Vũ và anh Nhâm Phương Nam... lần này anh Robber làm đội trưởng rất giỏi, mình tin cái thành công nhất là mỗi thành viên đều để lại ấn tượng cho khán giả và lan tỏa được bài hát xa hơn nữa"
"@TongNguyenba-t8u
1 tháng trước",Anh Rat Tu Hao Cac Em Trai Hustlang Robber Mason Nguyen Jaysonlei Nham Phuong Nam Khoi Vu Va Chu Cung Rat Tu Hao Ve Chau Lamoon Diem Hang
"@aritiadianastephen7363
1 tháng trước","Thật ra thì ban đầu đây là nhóm ko dc mn kỳ vọng nhất, nhưng mà team 100k lộn xộn đã chứng minh được họ tài năng và xứng đáng cỡ nào. Shout out cho KHOI VU, NHAM PHUONG NAM, MASON NGUYEN, JAYSONLEI, ROBBER, LAMOON Yêu cái team này chếc đi được"
"@nghiahiep456
2 tuần trước","Đêm nay bé Sớm quẩy ghê vậy, gần 7.2M rồi nè, quá đã."
"@dorymyname
1 tháng trước","thật sự cái live stage 3 này là trauma lớn nhất trong hành trình đu say hi của t. từ lúc Khôi Vũ bị loại, t khóc như thất tình, giờ mỗi lần nghe cái bài này là nước mắt t auto chảy vì thương Khôi Vũ. mê bài này nhất từ đầu chtrinh tới giờ mà cứ nghe là khóc vậy thì cà.y kiểu gì đây huhu. Anh ơi anh giỏi lắm rồi ạ. em tự hào về anh thật sự!!! KHOI VU IS THE BEST"
"@linaserene23
1 tháng trước","bài này vẫn sẽ là best trong lòng mình, cứ mỗi lần tới đoạn của Khoi Vu với Jayson Lei là mình lại rơi nước mắt, đem con mã này tới concert đi hicccc quá hay"
"@PhươngLinhPhạm-o9i
1 tháng trước","ai cũng giỏi, ai cũng tài năng, siu mê bài này HUSTLANG Robber, Nhâm Phương Nam, Mason Nguyễn, KHOI VU, Jaysonlei, Lamoon"
"@ThaoTrinh-yn3wx
1 tháng trước","Sớm Muộn Thì hay oi hay - Robber, Mason Nguyễn, Nhâm Phương Nam, Khôi Vũ, Jaysonlei, Lamoon quá tuyệt vời"
"@thuonghoai4719
1 tháng trước","Ôi, đây là thánh ca ư… Âm thanh ấy không vang lên từ đâu xa, mà dường như khẽ ngân từ sâu trong lòng người. Mỗi tiếng hát, mỗi nhịp ngân như chạm vào một nơi rất mảnh, rất mong manh trong trái tim. Ta lặng người, không biết đó là tiếng người hát hay là tiếng của ký ức đang trỗi dậy. Cả không gian như ngưng lại, ánh sáng rơi xuống thành từng vệt mờ, soi lên những gương mặt đang lắng nghe. Trong khoảnh khắc ấy, mọi buồn đau, lo lắng dường như đều tan biến, chỉ còn lại sự tĩnh lặng dịu dàng của tâm hồn được gột rửa. Mason Nguyễn"
"@cbghpthao
1 tháng trước",Jaysonlei mãi đỉnhhh
"@user-me7ke5ps7m
2 tuần trước",bài hát nhiều fan nhất chương trình
"@tcthanh30
1 tháng trước","replay suốt 1 tiếng để nghe ver khôi vũ hát, và ver jayssonlei đoạn 50/50 đồng xu. Má ơi hay xỉu, ai cũng hay nhma ghiền nhất ver 2 ông này"
"@Chauneesan
1 tháng trước","mê cái team này lắm! Robber thực sự là 1 leader tuyệt vời, trông ""gang gang"" nhưng bên trong lại rất quan tâm tới các anh em trong team. Live này Khoi Vu đã rất tỏa sáng, và anh xứng đáng được công nhận. Mình khá tiếc khi Khoi Vu và Phương Nam bị loại ở Live3 này, nhưng mình mong hai anh vẫn sẽ tỏa sáng, để cho mọi người thấy được tài năng của hai anh. Cảm ơn team Robber đã đem đến cho khán giả 1 bài hát tuyệt vời và có ý nghĩa đến vậy!"
"@aerawon-99
1 tháng trước",Jaysonlei dễ thương théeee
"@khoa-ursidae
1 tháng trước",4:14 này mà đi concert quẩy banh nóc luôn
"@UIA-l2q6j
1 tháng trước","mn giỏi quá hơn 230k trong 12t r, cố lên mn ơi. Yêu Khoi Vu, HUSTLANG Robber, Nhâm Phương Nam, Jaysonlei, Mason Nguyễn, Lamoon"
"@Azxybcd
1 tháng trước","Thấy viu mỗi ngày tầm 250N đều thiệt sự , kh biết vượt được đoạn kịch câm kh ta=))"
"@lytruc3388
2 tuần trước",Best hit kh chỉ là cái danh đỉnh đét nhà mình ơiiiiiii
